-0.004828+0.0014722i,-0.003511+0.0026195i,-0.0016465+0.0031271i,0.00030541+0.0022554i,-0.00032982+0.0017118i,-0.0013444+0.0012416i,-0.00068716+0.00038307i,3.3073e-05+0.00049403i,0.00087517+0.0016033i,0.001705+0.0013388i,0.0022511+0.00016757i,0.0013314-0.00057649i,-0.00016519-0.0013966i,-0.00058112-0.0010495i,-0.00022758-0.00040158i,-0.00010231-0.00030494i,-3.4666e-05+0.00017271i,2.3736e-05-0.00069737i,0.00034971-0.0010732i,-1.7114e-05-5.3948e-05i,-0.00018475+0.00071503i,0.00048849+0.00071374i,0.00078063+0.00063494i
-0.051321-0.065273i,-0.14467+0.15831i,-0.18745+0.60271i,-0.042039+0.79228i,0.14342+0.47486i,0.11086+0.066395i,0.035175-0.089685i,0.081329-0.10608i,0.12585-0.13558i,0.095789-0.15489i,0.057288-0.13709i,0.046052-0.1026i,0.040281-0.057207i,0.042493+0.0014025i,0.065832+0.043068i,0.084906+0.051063i,0.082578+0.040806i,0.055642+0.014531i,0.008899-0.011183i,-0.021684-0.018972i,-0.014026-0.016918i,0.0085348-0.014054i,0.014139-0.019322i
0.065657+0.17252i,0.10733+0.22092i,0.097723+0.13646i,0.00453+0.051021i,-0.12625+0.11195i,-0.14673+0.186i,-0.072397+0.10125i,-0.069104-0.039663i,-0.12154-0.067649i,-0.12334-0.016073i,-0.093002+0.0082485i,-0.082095-0.0016939i,-0.07401-0.0054112i,-0.048377-0.010921i,-0.021905-0.044143i,-0.0047218-0.089112i,0.0042996-0.10966i,0.0088318-0.083324i,0.016902-0.033185i,0.015364-0.013277i,-0.01321-0.02372i,-0.046261-0.017447i,-0.046957+0.014022i
-0.24899-0.1312i,-0.47945-0.20579i,-0.57117-0.23355i,-0.38543-0.24766i,-0.083075-0.30387i,0.048714-0.30408i,0.0074981-0.15132i,-0.009294+0.01334i,0.027593+0.061922i,0.043416+0.045872i,0.034877+0.048772i,0.035027+0.063519i,0.050206+0.044802i,0.047623-0.00095544i,-0.00065313-0.015305i,-0.062919+0.02677i,-0.087627+0.081878i,-0.059004+0.10067i,-0.0085859+0.070717i,0.020102+0.032739i,0.033934+0.020315i,0.0498+0.0098007i,0.044837-0.0073429i
0.32764+0.0086743i,0.66166-0.018041i,0.8499-0.098563i,0.64903-0.14517i,0.25962-0.032778i,0.059687+0.11078i,0.059333+0.13151i,0.095773+0.10914i,0.11626+0.095706i,0.11205+0.059581i,0.084673+0.025248i,0.058719+0.013632i,0.023938+0.0082966i,-0.013413+0.019105i,-0.0029014+0.047904i,0.054778+0.059318i,0.10486+0.041343i,0.10682+0.012778i,0.058876-0.0024964i,0.010232+0.0049678i,-0.0097494+0.0074944i,-0.020611-0.0046676i,-0.018859-0.0072755i
-0.16653-0.0055059i,-0.29844-0.14041i,-0.37599-0.31187i,-0.34582-0.31378i,-0.22139-0.15491i,-0.058131-0.059386i,0.0090592-0.068152i,-0.019241-0.070591i,-0.023149-0.06642i,-0.0071616-0.072981i,-0.015737-0.076348i,-0.027239-0.064466i,-0.0094244-0.041351i,0.016608-0.032641i,0.010769-0.039198i,-0.026964-0.032755i,-0.064082-0.008051i,-0.077657+0.024068i,-0.055617+0.057003i,-0.010465+0.06689i,0.021538+0.051759i,0.028211+0.035364i,0.013368+0.013261i
0.19348-0.045382i,0.40748+0.043974i,0.57444+0.22524i,0.55118+0.286i,0.35929+0.18368i,0.15251+0.097159i,0.051897+0.033539i,0.0083856-0.022551i,-0.015386-0.021955i,-0.0027689-0.00089808i,0.019459-0.003851i,0.012979-0.019624i,-0.014522-0.016287i,-0.025604+0.010474i,-0.0012961+0.02383i,0.036018+0.0027111i,0.055295-0.021186i,0.059839-0.030331i,0.059212-0.043116i,0.042281-0.056958i,0.017301-0.053116i,0.0071208-0.034781i,0.012733-0.016292i
-0.15212+0.062675i,-0.38394+0.040419i,-0.62198-0.055871i,-0.62689-0.093353i,-0.37614-0.06614i,-0.13737-0.068546i,-0.045173-0.04915i,-0.018303-0.027433i,-0.01831-0.029646i,-0.030383-0.019979i,-0.030535+3.2412e-05i,-0.021263+0.018556i,0.0008953+0.018029i,0.018443-0.013432i,-0.0072924-0.033659i,-0.057308-0.019293i,-0.0889-0.004658i,-0.095455-0.0067263i,-0.088943-0.011236i,-0.076308-0.0090995i,-0.058916+8.2915e-07i,-0.041496+0.0088601i,-0.030338+0.010764i
-0.093144-0.023223i,-0.17442+0.10156i,-0.18468+0.29584i,-0.13296+0.31257i,-0.14431+0.1425i,-0.20292+0.025641i,-0.16883+0.015254i,-0.055713+0.018494i,0.011221+0.015375i,0.027226+0.024013i,0.038752+0.025174i,0.039072+0.0086042i,0.01464-0.0002829i,-0.0035123+0.012348i,0.017056+0.019256i,0.051102+0.0023079i,0.059858-0.018054i,0.043552-0.014705i,0.029889+0.0063763i,0.034327+0.020289i,0.039872+0.015437i,0.034112+0.0015227i,0.025124-0.0017395i
0.099388+0.041145i,0.12612-0.065883i,0.026964-0.20629i,-0.11395-0.15556i,-0.15233+0.074496i,-0.073224+0.23656i,-0.0011173+0.23032i,-0.004791+0.15425i,-0.022775+0.088663i,-0.01887+0.041765i,-0.020563+0.020596i,-0.017546+0.028413i,0.0055617+0.026379i,0.012844+0.0025337i,-0.010145-0.014213i,-0.039586-0.0093547i,-0.046054+0.005068i,-0.024418+0.0093465i,0.00050326+0.0016141i,0.0077792-0.0055109i,0.0003846-0.0033494i,-0.0051483+0.005578i,-0.0019213+0.0027684i
-0.079669-0.028861i,-0.04716-0.0015088i,0.11288-0.0011396i,0.26752-0.10644i,0.29029-0.25779i,0.19697-0.34348i,0.060454-0.3133i,-0.026063-0.19147i,-0.014802-0.0897i,0.0099622-0.061743i,0.0042329-0.05619i,-0.0074263-0.045837i,-0.020574-0.022386i,-0.021509+0.015679i,-0.0033581+0.042719i,0.023873+0.047612i,0.045618+0.036551i,0.045504+0.015986i,0.026613+0.0016827i,0.014085+0.00058158i,0.022036-0.0067125i,0.031203-0.028262i,0.018455-0.036085i
0.20966-0.097319i,0.36566-0.2314i,0.38666-0.31437i,0.22648-0.22063i,0.0243-0.047725i,-0.099828+0.02944i,-0.12295+0.031271i,-0.065096+0.027227i,0.00026789+0.01396i,0.022017-0.0023745i,0.020503-0.010322i,0.019421-0.019799i,0.019578-0.033654i,0.021122-0.039473i,0.024232-0.033095i,0.019753-0.025724i,0.0081465-0.019657i,-0.0051274-0.01035i,-0.017101+0.0036965i,-0.025684+0.016058i,-0.036309+0.028194i,-0.042403+0.045621i,-0.025958+0.049146i
-0.17841+0.13131i,-0.26748+0.28643i,-0.21904+0.35123i,-0.099773+0.18891i,-0.074816-0.038763i,-0.092316-0.080913i,-0.039821-0.012374i,0.020106-0.0044522i,0.023013-0.02554i,0.012794-0.021076i,0.013288-0.015882i,0.00048031-0.0056429i,-0.01539+0.017358i,-0.019513+0.021736i,-0.022882+0.0093981i,-0.023157+0.0035375i,-0.014134+0.0093218i,0.0069652+0.017036i,0.0309+0.013039i,0.040333+0.00088928i,0.042281-0.011974i,0.03969-0.021585i,0.028754-0.01621i
0.12969-0.13685i,0.1648-0.2456i,0.083298-0.21894i,-0.013844-0.010607i,0.037767+0.20358i,0.1746+0.23683i,0.21314+0.12643i,0.14426+0.03521i,0.078518+0.010103i,0.05275+0.0016951i,0.039176+0.003238i,0.040284+0.0085628i,0.045307-0.0060207i,0.031523-0.021689i,0.011985-0.021647i,-0.0025628-0.017915i,-0.014524-0.019773i,-0.020495-0.02516i,-0.026792-0.030819i,-0.037735-0.030728i,-0.046151-0.018611i,-0.041736-0.0034405i,-0.027401-0.0041651i
-0.17081+0.22785i,-0.32887+0.42937i,-0.40445+0.45853i,-0.32562+0.23128i,-0.19459-0.048153i,-0.10853-0.18389i,-0.05984-0.15875i,-0.041278-0.071501i,-0.054718-0.0091419i,-0.065193+0.022125i,-0.04626+0.032351i,-0.021192+0.025318i,-0.0098451+0.01897i,-0.0090859+0.018415i,-0.01267+0.022713i,-0.012207+0.033012i,-0.010705+0.038168i,-0.012164+0.029836i,-0.01097+0.019434i,-0.0010608+0.016106i,0.015788+0.0091441i,0.019683-0.0053778i,0.0048829-0.0037618i
0.088929-0.27224i,0.14295-0.53756i,0.11591-0.6313i,0.039505-0.40174i,0.024875-0.088679i,0.0287+0.036439i,-0.02767+0.0074637i,-0.071651-0.017861i,-0.040766-0.0033605i,0.01269+0.0044852i,0.027416-0.0086199i,0.0060121-0.023762i,-0.011899-0.023542i,-0.0024378-0.012333i,0.020263-0.012681i,0.032821-0.024656i,0.03248-0.023551i,0.022323+0.0017487i,0.014503+0.027593i,0.012354+0.027272i,0.00060174+0.017319i,-0.011422+0.015638i,-0.0086044+0.0079409i
-0.0036982+0.22578i,0.029166+0.41662i,0.091551+0.43945i,0.11339+0.22525i,0.012493+0.0053296i,-0.099447-0.020239i,-0.079077+0.050029i,-0.012061+0.051249i,0.0065351-0.0013147i,-0.005049-0.03142i,-0.018303-0.028016i,-0.023697-0.0027552i,-0.017733+0.020136i,-0.014008+0.022296i,-0.018491+0.016411i,-0.020879+0.0098453i,-0.013377-0.0013797i,0.008966-0.014551i,0.032947-0.024585i,0.04058-0.02917i,0.039884-0.032102i,0.038463-0.030527i,0.035843-0.018178i
-0.0081553-0.27503i,0.0022041-0.51719i,0.048028-0.57972i,0.090281-0.35772i,0.12549-0.086294i,0.14861+0.014288i,0.11164-0.015299i,0.058473-0.051736i,0.039673-0.059933i,0.023985-0.057147i,0.0024666-0.040829i,0.0037781-0.02221i,0.013418-0.021218i,0.012668-0.020119i,0.0090029-0.0080046i,0.0035412+0.0047502i,-0.0037823+0.011736i,-0.012979+0.010166i,-0.023008+0.0065285i,-0.031211+0.010733i,-0.0362+0.01961i,-0.034428+0.017983i,-0.033534+0.0017993i
0.069256+0.26119i,0.13354+0.52976i,0.16006+0.63951i,0.10241+0.4249i,-0.036994+0.11659i,-0.15017-0.0073908i,-0.118+0.0356i,-0.016822+0.08527i,0.028537+0.081073i,0.021531+0.064793i,0.023829+0.058311i,0.034745+0.044201i,0.025854+0.023188i,0.0070619+0.0056031i,-0.00073642-0.0061778i,-0.0011823-0.011561i,-0.0061829-0.013016i,-0.014422-0.012126i,-0.016363-0.0080195i,-0.0042688-0.0038309i,0.015153-0.0080216i,0.022654-0.011969i,0.017903-0.0019845i
-0.11534-0.16578i,-0.2357-0.32372i,-0.32294-0.36225i,-0.28689-0.18841i,-0.12981+0.023822i,0.0046452+0.10999i,0.023942+0.083356i,-0.0039007+0.028838i,-0.0050874+0.0049248i,0.021254-0.0036453i,0.02712-0.023448i,0.00028023-0.032545i,-0.015358-0.020214i,-0.01463-0.011862i,-0.020636-0.0078082i,-0.023925+0.005354i,-0.016221+0.021617i,-0.0078368+0.031085i,-0.0061868+0.029431i,-0.011103+0.022021i,-0.01653+0.015926i,-0.015172+0.0071747i,-0.010776-0.0062561i
0.13359+0.14974i,0.24235+0.28479i,0.25364+0.30579i,0.1515+0.15683i,0.046128-0.003303i,0.013538-0.083672i,0.014781-0.099698i,0.005765-0.05474i,0.0068567-0.008367i,0.015318-0.0085446i,0.010438-0.018408i,0.0058534-0.0090398i,0.013978+0.0023863i,0.025812+0.0059294i,0.031509+0.00036293i,0.027313-0.015845i,0.017875-0.032306i,0.0099275-0.034326i,0.0078608-0.02332i,0.008775-0.016747i,0.0089284-0.017657i,0.0093189-0.011067i,0.010239+0.0010334i
-0.15034-0.1365i,-0.29166-0.29609i,-0.34824-0.37351i,-0.25618-0.25944i,-0.11626-0.092274i,-0.043216-0.018148i,-0.035344-0.014633i,-0.035523-0.039472i,-0.039803-0.057649i,-0.046233-0.045582i,-0.041129-0.027346i,-0.025694-0.024622i,-0.0094711-0.031066i,-0.0031197-0.029959i,-0.0054086-0.0077736i,-0.0017652+0.022958i,0.0075258+0.038874i,0.013338+0.032655i,0.012133+0.014442i,0.0039236+0.0069312i,-0.0023236+0.021028i,0.00071319+0.031463i,0.0058938+0.018469i
0.15628+0.041448i,0.32378+0.083286i,0.42475+0.065256i,0.35347-0.030244i,0.19449-0.098241i,0.10226-0.10842i,0.083125-0.10718i,0.061546-0.081889i,0.042008-0.037748i,0.033933-0.007434i,0.027704+0.0067793i,0.016919+0.010294i,0.0024084+0.01317i,0.0072811+0.01468i,0.028854-0.0073017i,0.034793-0.04416i,0.024262-0.060473i,0.015478-0.049101i,0.017016-0.028363i,0.024051-0.020638i,0.025893-0.03047i,0.020869-0.032981i,0.012664-0.01491i
-0.15116-0.021772i,-0.29684-0.029219i,-0.34543+0.011116i,-0.2419+0.080634i,-0.13369+0.096784i,-0.11793+0.089482i,-0.10214+0.10647i,-0.04225+0.090196i,-0.0068169+0.042445i,-0.00037439+0.019809i,0.0072302+0.017253i,0.014011+0.018511i,0.013167+0.016863i,-0.0075523+0.017028i,-0.034553+0.033321i,-0.037988+0.056169i,-0.02247+0.059831i,-0.0089454+0.040323i,-0.0051673+0.017455i,-0.0066944+0.0093379i,-0.0070314+0.0081809i,-0.0085902+6.0267e-06i,-0.007992-0.010288i
0.13566+0.010104i,0.27223+0.036509i,0.32199+0.044797i,0.22704+0.013954i,0.12823-0.011131i,0.10837-0.022069i,0.08158-0.03613i,0.029975-0.011351i,0.024317+0.029263i,0.046307+0.021766i,0.042273-0.0033457i,0.025038-0.0034018i,0.017453+0.0081093i,0.023622+0.0038169i,0.028347-0.025672i,0.013786-0.054687i,-0.0070253-0.053281i,-0.014737-0.028977i,-0.0104-0.0026335i,-0.0058685+0.0096661i,-0.0093952+0.0064318i,-0.016344+0.0048217i,-0.019693+0.012706i
-0.10833+0.052018i,-0.2371+0.11189i,-0.30208+0.16984i,-0.23665+0.17814i,-0.15876+0.12956i,-0.14639+0.10644i,-0.12065+0.13682i,-0.049351+0.13227i,0.0015991+0.077303i,0.0077592+0.036514i,0.0041289+0.025945i,0.0062628+0.01678i,0.0053579+0.0025719i,-0.008153+0.0068921i,-0.022674+0.042344i,-0.016739+0.080955i,-0.001691+0.086518i,0.0010804+0.063701i,-0.005324+0.03859i,-0.0060421+0.026483i,0.0031652+0.026448i,0.012766+0.021648i,0.018006+0.0026149i
0.10034-0.062571i,0.20198-0.15373i,0.22014-0.24578i,0.1174-0.24627i,0.056142-0.13116i,0.11692-0.045075i,0.15779-0.073194i,0.098345-0.11524i,0.021592-0.10362i,-0.0078599-0.070138i,-0.012845-0.056831i,-0.025723-0.054112i,-0.033557-0.038123i,-0.016988-0.032228i,0.0065871-0.054194i,0.012048-0.075172i,0.0052668-0.06611i,0.006183-0.039331i,0.012173-0.020276i,0.011839-0.013757i,0.010252-0.013026i,0.012883-0.010299i,0.0097224-0.0031704i
-0.063757+0.044029i,-0.12302+0.085967i,-0.12234+0.10637i,-0.045652+0.082038i,-0.0037211+0.028133i,-0.03569-0.014139i,-0.046497-0.02471i,-0.017693-0.018728i,-0.0074696-0.0056573i,-0.01568+0.016289i,-0.012845+0.04125i,0.0069189+0.050501i,0.022239+0.037437i,0.017725+0.034141i,0.011513+0.055929i,0.015944+0.069231i,0.018527+0.053411i,0.0083918+0.024151i,-0.0075913+0.0010519i,-0.01561-0.0084635i,-0.016578-0.010009i,-0.015889-0.011015i,-0.011191-0.010189i
0.033695-0.086131i,0.068268-0.18103i,0.061974-0.24291i,0.0028761-0.20468i,-0.041208-0.1129i,-0.045602-0.03783i,-0.041614-0.0063299i,-0.03543-0.0098031i,-0.030257-0.012615i,-0.023294-0.0054326i,-0.0099922-0.0087892i,-0.0070811-0.020378i,-0.013071-0.024365i,-0.012328-0.037493i,-0.014019-0.068177i,-0.024861-0.08656i,-0.028821-0.074227i,-0.01536-0.048824i,0.0017596-0.031638i,0.0028372-0.02242i,-0.0056486-0.01357i,-0.0075946-0.0028568i,-0.004086+0.0076464i
-0.0277+0.076895i,-0.045679+0.17574i,-0.0057844+0.24901i,0.065216+0.21562i,0.062393+0.12873i,0.009967+0.087191i,-0.01283+0.09423i,-0.0016318+0.10518i,0.033941+0.087759i,0.056251+0.043665i,0.04607+0.019969i,0.035733+0.025815i,0.029974+0.027137i,0.016336+0.036086i,0.0085304+0.065497i,0.012957+0.083313i,0.012493+0.069217i,0.0025298+0.041665i,-0.0056277+0.026537i,-0.0047995+0.021408i,-0.0011621+0.014643i,-0.0021494+0.0069442i,-0.0046844-0.0011022i
0.0040656-0.048454i,-0.021148-0.094627i,-0.088552-0.10741i,-0.15373-0.068028i,-0.15118-0.040725i,-0.11864-0.052328i,-0.093644-0.040502i,-0.051944-0.017281i,-0.024195-0.032882i,-0.028739-0.052185i,-0.036274-0.05613i,-0.043143-0.050769i,-0.04357-0.034532i,-0.034997-0.034611i,-0.034804-0.055524i,-0.038091-0.063728i,-0.028081-0.045139i,-0.0067779-0.0179i,0.015442-0.003764i,0.029186-0.003788i,0.033186-0.0073871i,0.029338-0.0092115i,0.016707-0.0058958i
0.023776+0.05591i,0.063233+0.11923i,0.11341+0.14079i,0.13465+0.094298i,0.11223+0.049923i,0.081594+0.031773i,0.051087-0.0052115i,0.0090575-0.02816i,-0.0042915-0.0076008i,0.01074+0.0056905i,0.013557+0.010929i,0.017492+0.023208i,0.031825+0.025311i,0.045021+0.031796i,0.059216+0.050142i,0.065689+0.054396i,0.050298+0.039643i,0.024262+0.026425i,0.0061474+0.019617i,-0.0027417+0.010961i,-0.0089076+0.0027583i,-0.01263-6.7131e-05i,-0.0084843-0.0012429i
-0.017193-0.046923i,-0.052975-0.10635i,-0.11072-0.13628i,-0.14655-0.11538i,-0.14211-0.10911i,-0.13724-0.1192i,-0.11802-0.077577i,-0.056164-0.025729i,-0.013247-0.017655i,-0.013851-0.010297i,-0.011148-0.00098276i,-0.010857-0.012919i,-0.022364-0.022644i,-0.031239-0.029206i,-0.045129-0.044544i,-0.057966-0.048669i,-0.047675-0.032539i,-0.022383-0.016926i,-0.0047206-0.011789i,0.0018721-0.0089356i,0.0079749-0.0048236i,0.014472-0.0040265i,0.014077-0.0084455i
0.035997+0.019105i,0.10501+0.020888i,0.18524-0.014832i,0.20205-0.054047i,0.16679-0.0039595i,0.16748+0.084114i,0.17185+0.07496i,0.11276+0.017729i,0.056323+0.0042949i,0.054192+0.0026248i,0.061781-0.0072776i,0.060261-0.0068986i,0.053552-0.0031024i,0.048223+0.0044003i,0.054489+0.017573i,0.057763+0.021059i,0.040638+0.011362i,0.010914+0.0049111i,-0.011691+0.0096025i,-0.01809+0.016098i,-0.016238+0.018389i,-0.012957+0.015956i,-0.0098009+0.0094078i
-0.038238-0.021884i,-0.098328-0.031322i,-0.1487-0.0060192i,-0.12952+0.021627i,-0.067746-0.033285i,-0.04596-0.12173i,-0.044298-0.11027i,-0.0093869-0.035717i,0.015141-0.0011524i,-0.00045423+0.0030122i,-0.022981+0.007762i,-0.035094+0.011225i,-0.037227+0.012546i,-0.040337+0.0077021i,-0.049483+0.0010192i,-0.049013+0.0016177i,-0.033886+0.003935i,-0.01407+0.0026224i,0.00077448-0.00046447i,0.0083994-0.0033376i,0.012074-0.0076647i,0.0094291-0.010962i,0.0024443-0.0064552i
0.025188+0.011159i,0.062857+0.012289i,0.090206-0.01422i,0.074552-0.034128i,0.044065+0.017662i,0.046624+0.080864i,0.034288+0.046885i,-0.025077-0.018147i,-0.05326-0.020096i,-0.02418-0.0043765i,0.0051657-0.0043335i,0.019871-0.0010375i,0.028637-0.001103i,0.033004-0.0022388i,0.042975-0.00026661i,0.049033-0.0061875i,0.036961-0.01271i,0.018512-0.011322i,0.0059707-0.0055221i,-0.0037406+0.00076131i,-0.012532+0.0057305i,-0.014866+0.010358i,-0.0073598+0.012564i
-0.035624+0.0057569i,-0.088811+0.042571i,-0.12899+0.1095i,-0.10024+0.14279i,-0.042571+0.0718i,-0.04124-0.031912i,-0.068986-0.041115i,-0.050342+0.012806i,-0.0046831+0.031392i,0.0094116+0.017429i,-0.0077401+0.010448i,-0.02812+0.011967i,-0.037216+0.013546i,-0.041055+0.01411i,-0.048939+0.015078i,-0.050104+0.020845i,-0.032922+0.024132i,-0.012166+0.016145i,-0.001196+0.0049841i,0.0045903+0.00033591i,0.010174+0.0016374i,0.014024+0.0021655i,0.01177-0.0011202i
0.036706-0.0096197i,0.074534-0.049004i,0.076884-0.11361i,0.014761-0.13017i,-0.040241-0.040723i,-0.028178+0.06634i,0.014224+0.071413i,0.02473+0.0022306i,0.0015745-0.041526i,-0.0071038-0.041979i,0.0092812-0.039254i,0.021078-0.039224i,0.021931-0.029511i,0.027399-0.020092i,0.035354-0.020103i,0.033037-0.02233i,0.019516-0.019458i,0.0041069-0.010983i,-0.0046049-0.0048554i,-0.0048739-0.00332i,-0.0024848-0.0016145i,0.00043044+0.00020224i,0.0025203-0.00040405i
-0.011869+0.012015i,-0.016991+0.042988i,0.0082922+0.093356i,0.057855+0.11094i,0.073603+0.066449i,0.053427+0.025712i,0.055636+0.029745i,0.075667+0.043316i,0.071528+0.039968i,0.042764+0.026171i,0.0080497+0.019076i,-0.014529+0.020794i,-0.017403+0.020682i,-0.019219+0.018322i,-0.028578+0.021837i,-0.029143+0.030433i,-0.015884+0.031175i,-0.0032394+0.023944i,-1.8099e-05+0.016634i,-0.00048003+0.0058813i,0.00032279-0.0069494i,0.00076986-0.013367i,4.623e-05-0.011144i
0.020387-0.020202i,0.037325-0.071255i,0.025967-0.14124i,-0.033588-0.1694i,-0.089407-0.12163i,-0.082668-0.053382i,-0.036539-0.022914i,-0.00032174-0.029101i,0.00027235-0.035792i,-0.0067249-0.016109i,0.01446+0.0034277i,0.03812-0.0018625i,0.03818-0.015894i,0.031042-0.028359i,0.029025-0.040677i,0.023091-0.047281i,0.010199-0.041068i,0.0026141-0.026732i,0.0033917-0.015771i,-0.00029864-0.011306i,-0.010689-0.0089111i,-0.017409-0.0056643i,-0.014993-0.0031167i
-0.009845+0.019125i,-0.0047806+0.062391i,0.033059+0.11135i,0.079995+0.12057i,0.0769+0.099321i,0.036377+0.086334i,0.0011677+0.082347i,-0.020991+0.079975i,-0.0089695+0.075068i,0.021105+0.049647i,0.020757+0.023256i,0.0032463+0.019191i,-0.0040514+0.018501i,-0.0097492+0.017748i,-0.014803+0.024174i,-0.013116+0.028579i,-0.0066338+0.02286i,1.0193e-05+0.010386i,0.0004185+0.0036135i,0.00069389+0.0081536i,0.0052114+0.01259i,0.0058723+0.012076i,0.0018747+0.010266i
-0.0096974-0.018847i,-0.043598-0.051621i,-0.1163-0.087532i,-0.16646-0.098739i,-0.12772-0.11853i,-0.071855-0.16914i,-0.06524-0.1696i,-0.058487-0.10842i,-0.040302-0.067389i,-0.037543-0.047881i,-0.028435-0.02927i,-0.011592-0.02132i,-0.0041136-0.012754i,0.0060698-0.0051354i,0.017436-0.011328i,0.016336-0.019571i,0.0080661-0.018605i,0.0011696-0.013774i,0.00075334-0.010943i,0.0040675-0.011644i,0.0045385-0.011327i,0.0028738-0.0073096i,0.0012342-0.0032829i
-0.0035441+0.018621i,0.014564+0.0469i,0.058672+0.07789i,0.092944+0.08555i,0.062129+0.088836i,-0.0037575+0.11138i,-0.040775+0.096308i,-0.05243+0.048482i,-0.038247+0.030079i,-0.0095117+0.018363i,-0.011256+0.0031954i,-0.026122+0.0076668i,-0.021931+0.014817i,-0.014875+0.017554i,-0.012626+0.02478i,-0.0079406+0.030204i,-0.0022708+0.026262i,-0.00027397+0.018286i,6.4584e-05+0.013575i,0.0049081+0.011833i,0.015132+0.011531i,0.022164+0.0082143i,0.019593+0.0029967i
-0.0071012-0.017639i,-0.039262-0.041975i,-0.092444-0.055161i,-0.10276-0.050734i,-0.029327-0.084982i,0.059386-0.15664i,0.086009-0.16058i,0.084077-0.10122i,0.065642-0.068393i,0.021492-0.048484i,0.0016299-0.01962i,0.0056284-0.010232i,0.0055283-0.0090125i,0.0098556-0.0066396i,0.01578-0.012157i,0.013195-0.015825i,0.0079452-0.0092593i,0.0071537+0.0015148i,0.007649+0.0035755i,0.0028463-0.0042737i,-0.0052682-0.010706i,-0.0091852-0.012611i,-0.0075318-0.01363i
0.026839+0.004736i,0.082066+0.011403i,0.16217-0.0060607i,0.1639-0.028227i,0.045766+0.03851i,-0.048375+0.1658i,-0.031642+0.18746i,5.0471e-05+0.10242i,0.0065272+0.045948i,0.026492+0.027418i,0.035579+0.0060344i,0.02375-0.0033771i,0.010522-0.0057113i,-0.0083558-0.0051337i,-0.023846+0.0064151i,-0.021394+0.016898i,-0.010646+0.01565i,-0.0022309+0.0068254i,0.00076825+0.0018983i,0.0021175+0.0047562i,0.0050529+0.0068956i,0.004695+0.0046162i,0.0020401+0.0025898i
-0.0089719-0.0068955i,-0.040477-0.0060726i,-0.088183+0.016188i,-0.075787+0.047653i,0.04812+0.014351i,0.16405-0.076929i,0.16984-0.094673i,0.12508-0.037876i,0.078482-0.014694i,0.031477-0.019924i,0.0085081-0.015134i,0.0084541-0.01236i,0.0084757-0.009234i,0.0099187-0.0053567i,0.012365-0.010271i,0.0090505-0.01673i,0.0040678-0.015707i,0.0015048-0.0086581i,0.00074621-0.0037176i,-0.0056136-0.0053974i,-0.018667-0.0054167i,-0.023819-0.00062076i,-0.018689+0.0011379i
0.011981-0.0047095i,0.04651-0.012739i,0.084571-0.048209i,0.044362-0.090605i,-0.10069-0.049341i,-0.22187+0.072792i,-0.21536+0.11902i,-0.15309+0.072181i,-0.094182+0.048998i,-0.033228+0.046902i,-0.0014113+0.029377i,0.0021516+0.018823i,0.003287+0.011518i,-0.0024859+0.0022936i,-0.0099777+0.0046029i,-0.0093175+0.01039i,-0.009+0.0081773i,-0.011423+0.002108i,-0.010679+0.0026851i,-0.00059103+0.010365i,0.013361+0.014817i,0.0171+0.014599i,0.013457+0.015685i
-0.022415+0.0065138i,-0.07664+0.026939i,-0.13683+0.091772i,-0.099071+0.16064i,0.050518+0.12813i,0.15895+0.0078712i,0.12702-0.046977i,0.059013-0.0098985i,0.031408+0.006198i,0.0060255-0.007803i,-0.014061-0.0044529i,-0.012574+0.0013009i,-0.00069519+0.0021706i,0.01452+0.0024956i,0.021764-0.0052444i,0.014155-0.013403i,0.0039505-0.0098029i,0.0010543+0.0024536i,0.0036158+0.0090811i,0.0024668+0.0060757i,-0.0008722+0.0021793i,0.0017092-0.00090281i,0.0045605-0.006408i
0.0074645-0.0044787i,0.0343-0.036592i,0.058515-0.11654i,0.00066545-0.20206i,-0.15616-0.18787i,-0.27385-0.091326i,-0.24947-0.034235i,-0.15208-0.033491i,-0.073224-0.022462i,-0.0214+0.00042319i,0.0052685+0.0045912i,0.0063583+0.002059i,-0.0034398+0.00056374i,-0.013564-0.0022144i,-0.016508+0.0010222i,-0.0099021+0.0076979i,-0.0016273+0.0091756i,0.00078091+0.0023594i,0.00049033-0.0035729i,0.0065934-0.0045317i,0.016981-0.0093987i,0.016678-0.014871i,0.0067009-0.011569i
-0.0079094+0.0032165i,-0.028486+0.034508i,-0.042027+0.11446i,0.021088+0.20871i,0.16469+0.21242i,0.25707+0.11223i,0.22516+0.029843i,0.14422+0.0068586i,0.076839-0.012138i,0.025233-0.029317i,-0.002725-0.025761i,-0.0073168-0.017521i,-0.0028459-0.0090089i,0.0060153-0.0014956i,0.010696-0.0041115i,0.0065336-0.0093778i,0.0033153-0.0082231i,0.0042332-0.0033356i,0.0034881-0.0019408i,-0.0053772-0.004018i,-0.019135-0.0012055i,-0.022171+0.0033492i,-0.014334+0.00080641i
