-0.0055718-0.00054364i,-0.0056725-0.0019401i,-0.0065381+0.00047583i,-0.0055885+0.0027788i,-0.003169+0.0026875i,-0.0011257+0.0024326i,-0.00038089+0.0029669i,0.00044036+0.0026583i,0.00055471+0.002106i,0.00046723+0.0017743i,-0.00014954+0.0012138i,-0.0011365+0.00081279i,-0.00059743+0.00013255i,-0.00019018-0.001368i,0.00013702-0.0015102i,-0.00026242-6.666e-05i,-0.00065568+0.00095337i,-1.984e-05+0.00056963i,0.00078697-0.00031705i,0.00086603-0.00026643i,0.00065544+0.00017555i,0.00047573-0.0005993i,-1.8922e-05-0.0009669i
0.10517+0.08394i,0.22922+0.17794i,0.27945+0.21038i,0.18281+0.1343i,0.056848+0.060418i,0.025002+0.04418i,0.048998+0.038029i,0.065522+0.039177i,0.072084+0.030374i,0.050896+0.0038795i,0.015593-0.00085203i,-0.0013888+0.018475i,-0.010515+0.030919i,-0.0195+0.027854i,-0.018253+0.018982i,-0.0090953+0.011286i,0.00084329+0.0052725i,0.0065575-0.00095872i,0.0013365-0.0049551i,-0.0081418-0.002022i,-0.0089419+0.0026573i,-0.0043352-0.0015082i,-0.0030083-0.0093266i
-0.12745-0.078503i,-0.26326-0.16363i,-0.32755-0.18027i,-0.23224-0.075784i,-0.087195+0.026659i,-0.036603+0.045065i,-0.050502+0.01982i,-0.058031-0.018516i,-0.055067-0.037557i,-0.037416-0.02375i,-0.011753-0.013863i,-9.6324e-05-0.019724i,0.004557-0.020201i,0.013458-0.012644i,0.016865-0.01148i,0.0075125-0.014233i,-0.0060907-0.008982i,-0.010784+0.0008101i,-0.0023632+0.0077347i,0.0084766+0.0085327i,0.0077088+0.0057671i,0.00068919+0.0088488i,-0.00019506+0.013504i
0.13418+0.054713i,0.28776+0.12084i,0.35674+0.13058i,0.25201+0.042715i,0.10837-0.040467i,0.050757-0.049347i,0.037205-0.021796i,0.023234+0.022586i,0.027024+0.051555i,0.031071+0.032878i,0.015608+0.0081996i,0.0058105+0.0048946i,0.0008059-0.00031882i,-0.013616-0.0072003i,-0.020195+0.00019979i,-0.010092+0.0094706i,0.0031004+0.0077769i,0.0086419+0.00047654i,0.0031864-0.0077765i,-0.0064471-0.011871i,-0.0096359-0.011027i,-0.0081402-0.012355i,-0.010089-0.014445i
-0.15123-0.054027i,-0.32093-0.10379i,-0.38795-0.10518i,-0.27378-0.032981i,-0.13303+0.028758i,-0.067572+0.02751i,-0.033884+0.00071254i,-0.005452-0.038475i,-0.0040518-0.06168i,-0.013297-0.040035i,-0.0087743-0.0094133i,-0.0053822-0.00088715i,-0.0055075+0.0044548i,0.0040722+0.011284i,0.012604+0.0040426i,0.0089053-0.010586i,-0.0032991-0.015816i,-0.011382-0.0082018i,-0.0076554+0.0056072i,-0.00036411+0.014618i,0.0016553+0.015259i,0.00086026+0.015106i,0.0054285+0.015611i
0.14284+0.042287i,0.30733+0.085339i,0.39095+0.09643i,0.31196+0.040473i,0.20079-0.014963i,0.13809-0.024463i,0.074159-0.012106i,0.011805+0.021965i,-0.0072055+0.050789i,0.0033068+0.039856i,0.0090677+0.013633i,0.012096+0.0044846i,0.018691-0.0031313i,0.011601-0.017773i,-0.0036085-0.013169i,-0.0032187+0.0081668i,0.011841+0.016268i,0.019828+0.0052652i,0.012428-0.010712i,0.0019569-0.018475i,-0.0015567-0.017651i,-0.0018075-0.016862i,-0.0060337-0.017211i
-0.14707-0.0096393i,-0.31436-0.038412i,-0.40329-0.035518i,-0.31346+0.014788i,-0.16716+0.040274i,-0.086502+0.031382i,-0.029532+0.019515i,0.02526-0.0085534i,0.04194-0.038419i,0.021108-0.036963i,-0.003362-0.01472i,-0.01893-0.00043975i,-0.028347+0.01173i,-0.019782+0.024134i,-0.00017253+0.017281i,0.0054831-0.00021995i,-0.002703-0.0072684i,-0.0087327-0.00059719i,-0.0071897+0.010284i,-0.0039349+0.015942i,-0.0036233+0.01711i,-0.0019008+0.018491i,0.0064159+0.018891i
0.14371+0.0084884i,0.30637+0.021499i,0.39544+0.024332i,0.31414+0.014923i,0.18337+0.0272i,0.11326+0.040478i,0.058407+0.017366i,-0.0071306+0.0030073i,-0.037432+0.01971i,-0.01925+0.026509i,0.0091598+0.0095267i,0.026192-0.0053107i,0.035447-0.014731i,0.028599-0.024638i,0.007676-0.02091i,-0.005553-0.0052017i,-0.0026844+0.0053514i,0.0061225+0.0030686i,0.010408-0.007256i,0.010326-0.013422i,0.0089981-0.013694i,0.0045159-0.013147i,-0.0046112-0.013213i
-0.14122+0.0079236i,-0.30417+0.018405i,-0.38611+0.014145i,-0.30195-0.0021268i,-0.17139-0.020639i,-0.095951-0.027378i,-0.041884+0.0043985i,0.014913+0.025659i,0.041031+0.0072048i,0.022285-0.010699i,-0.0096939-0.0056742i,-0.029905+0.0013699i,-0.042542+0.0053547i,-0.037097+0.016052i,-0.012307+0.017938i,0.0030908+0.0045675i,-0.0015922-0.0066683i,-0.0098434-0.0043312i,-0.012723+0.0070747i,-0.011353+0.014342i,-0.0088922+0.013955i,-0.005868+0.014331i,0.0014067+0.01715i
0.12343-0.016718i,0.27967-0.027075i,0.36119-0.022695i,0.27693+0.0025223i,0.15213+0.038032i,0.086946+0.046952i,0.045739+0.01088i,0.0014431-0.019315i,-0.03052-0.013673i,-0.027047+0.0032515i,0.00095079+0.0080789i,0.026688+0.005073i,0.042377+0.0015179i,0.037242-0.0062919i,0.014524-0.0092398i,0.00068476-0.001046i,0.0019094+0.0063547i,0.0070189+0.0032884i,0.010854-0.0057303i,0.012374-0.010984i,0.011752-0.01061i,0.0081815-0.012765i,-0.00041553-0.016879i
-0.12647+0.029995i,-0.27548+0.053068i,-0.34542+0.068998i,-0.23+0.041039i,-0.078724-0.032861i,-0.028457-0.062693i,-0.032737-0.017407i,-0.018948+0.029244i,0.01473+0.027353i,0.020559-0.0036828i,-0.0071265-0.017454i,-0.032467-0.011879i,-0.045576-0.0080055i,-0.044401+0.00041029i,-0.024453+0.0097498i,-0.0057857+0.0075274i,-0.001514+0.00088621i,-0.0043339-0.001591i,-0.0087901+0.00070904i,-0.013013+0.0043445i,-0.0139+0.0078022i,-0.0096221+0.012417i,0.00077435+0.015746i
0.11245-0.037494i,0.25023-0.077296i,0.31538-0.093814i,0.21132-0.049476i,0.072178+0.036968i,0.039783+0.070283i,0.056995+0.01793i,0.04225-0.034511i,0.0082015-0.034852i,-0.00078875-0.0053888i,0.017148+0.011105i,0.034664+0.012392i,0.044345+0.011848i,0.040845+0.0029469i,0.023031-0.0055149i,0.0097214-0.0018414i,0.010302+0.0049927i,0.014125+0.0053475i,0.01363-0.00057842i,0.011514-0.0035673i,0.0089939-0.0034523i,0.0046164-0.0071828i,-0.0040531-0.010786i
-0.10476+0.04555i,-0.23701+0.098165i,-0.30241+0.12693i,-0.19177+0.099254i,-0.026426+0.02805i,0.012258-0.029543i,-0.031073-0.025342i,-0.045372+0.0069438i,-0.018155+0.020157i,0.005428+0.0024655i,-0.0043936-0.014891i,-0.02591-0.01511i,-0.037222-0.012691i,-0.035181-0.0063207i,-0.023297+0.0020613i,-0.014+0.0022123i,-0.011679-0.0028788i,-0.011204-0.0023849i,-0.0087676+0.0035975i,-0.0053879+0.0052023i,-0.0048961+0.0044633i,-0.0030739+0.006721i,0.0042123+0.0093798i
0.095957-0.047642i,0.21954-0.10293i,0.28179-0.14136i,0.16836-0.11923i,0.0090468-0.040078i,-0.012381+0.038621i,0.055594+0.051788i,0.080397+0.01647i,0.040684-0.0045657i,0.0018585+0.011031i,0.0047172+0.028208i,0.023456+0.023821i,0.031676+0.017003i,0.030505+0.010644i,0.02267+0.00094377i,0.013676-0.0014791i,0.0080627+0.0027563i,0.0049047+0.0043798i,0.004892+0.0025156i,0.0048521+0.0013293i,0.0044838+0.0008512i,0.0021451-0.0015216i,-0.0055297-0.0038983i
-0.086358+0.057478i,-0.21213+0.12309i,-0.27454+0.18198i,-0.16189+0.17253i,-0.0065567+0.088616i,0.01983-0.0070393i,-0.043259-0.041654i,-0.074421-0.021027i,-0.043371-0.0035371i,-0.010645-0.013814i,-0.012668-0.023453i,-0.024777-0.017576i,-0.027022-0.014282i,-0.023344-0.010929i,-0.015879-0.0029599i,-0.0092824-0.0019434i,-0.0067171-0.0066584i,-0.0057136-0.0083156i,-0.0052671-0.0053958i,-0.0045624-0.0036112i,-0.0036332-0.004974i,-0.0014251-0.0027002i,0.0052719+0.0021127i
0.082638-0.059416i,0.1949-0.13284i,0.26075-0.19851i,0.17101-0.19936i,0.029587-0.11929i,-0.0020064-0.0028535i,0.047208+0.066384i,0.073234+0.062404i,0.045568+0.031748i,0.0072607+0.022321i,0.0017146+0.025702i,0.016267+0.020144i,0.023127+0.013244i,0.022046+0.0098908i,0.019586+0.008556i,0.016871+0.011394i,0.013876+0.014667i,0.010505+0.011572i,0.0070211+0.0032948i,0.0035197-0.00058928i,0.0012236+0.0004908i,-0.00026054-0.00030267i,-0.0067767-0.0037615i
-0.071989+0.049385i,-0.18712+0.1266i,-0.26944+0.20752i,-0.18892+0.23407i,-0.027793+0.15975i,0.0207+0.017041i,-0.033254-0.084054i,-0.069229-0.090269i,-0.042014-0.050983i,0.00066027-0.034598i,0.0050398-0.035734i,-0.011862-0.024053i,-0.017935-0.011215i,-0.015101-0.006475i,-0.010996-0.0047932i,-0.0060175-0.0071724i,-0.0023364-0.010765i,-0.00050745-0.0093812i,0.0012716-0.0035085i,0.0022689-0.0011707i,0.0015344-0.0016779i,0.0023796+0.0012489i,0.010076+0.0054345i
0.06392-0.059015i,0.17918-0.13145i,0.27527-0.20717i,0.22358-0.23008i,0.079538-0.15149i,0.015532-0.0028564i,0.043715+0.098935i,0.064113+0.1006i,0.036615+0.058296i,0.0027736+0.036344i,0.0019439+0.031654i,0.016307+0.019753i,0.019085+0.0097189i,0.015607+0.0081577i,0.01048+0.0092186i,0.0051925+0.013095i,0.002719+0.016279i,0.0020152+0.012815i,0.0010462+0.0055081i,-0.0011998+0.0019029i,-0.0024856+0.0028626i,-0.0045035+0.001872i,-0.011591-0.0017465i
-0.062504+0.055577i,-0.17628+0.1298i,-0.28374+0.2086i,-0.25432+0.24069i,-0.11239+0.17881i,-0.010877+0.02788i,-0.0026129-0.097678i,-0.020852-0.11587i,-0.0096095-0.071127i,0.014129-0.041091i,0.011875-0.033403i,-0.0076291-0.020001i,-0.017054-0.007281i,-0.016816-0.0054375i,-0.013315-0.0089673i,-0.0079508-0.013467i,-0.0036349-0.015467i,-0.0013198-0.010191i,-0.0006916-0.00084588i,0.0017974+0.0029939i,0.0046919+0.00086437i,0.0066838+0.00072277i,0.013268+0.0033853i
0.057-0.053464i,0.16065-0.12575i,0.277-0.1945i,0.27557-0.21572i,0.14647-0.15387i,0.030405-0.0027407i,0.0047446+0.12725i,0.017827+0.14144i,0.0077303+0.084724i,-0.016111+0.045017i,-0.015282+0.034801i,0.0049933+0.021098i,0.015014+0.0045356i,0.011732-3.3917e-05i,0.0058857+0.0023161i,0.00042408+0.0070824i,-0.0048161+0.0098364i,-0.0063597+0.0045787i,-0.0053577-0.0027131i,-0.0067508-0.0041664i,-0.0083411-0.0013802i,-0.010188-0.00075086i,-0.015971-0.0041881i
-0.060678+0.048812i,-0.17371+0.11489i,-0.3005+0.18281i,-0.30601+0.20414i,-0.16912+0.13857i,-0.028892-0.0014913i,0.016184-0.11756i,0.0026165-0.12914i,0.0040617-0.074375i,0.020914-0.036607i,0.015503-0.028101i,-0.0045791-0.018275i,-0.013549-0.0075888i,-0.010369-0.0067051i,-0.003255-0.0092813i,0.0031284-0.010992i,0.0064517-0.011096i,0.0057889-0.0066064i,0.0044-0.0011801i,0.00524+9.5388e-05i,0.0060523-0.0012724i,0.0071036-0.00086025i,0.012367+0.0034257i
0.039593-0.040756i,0.14539-0.090319i,0.2887-0.13416i,0.33094-0.14163i,0.21464-0.088918i,0.053204+0.020335i,-0.029906+0.11363i,-0.03408+0.12279i,-0.029073+0.074255i,-0.033785+0.038027i,-0.024548+0.029083i,-0.002771+0.022226i,0.0119+0.01227i,0.01409+0.0088915i,0.0083401+0.0092672i,0.0011052+0.010215i,-0.0022019+0.010818i,-0.0013399+0.0075363i,-0.00019626+0.001001i,-0.002667-0.0026037i,-0.0068878-0.00091968i,-0.0098086-0.00031696i,-0.01338-0.00487i
-0.040348+0.046134i,-0.14029+0.09038i,-0.27928+0.11561i,-0.32656+0.10903i,-0.20171+0.068325i,-0.023076-0.022299i,0.064091-0.11321i,0.057237-0.12798i,0.038291-0.077279i,0.03836-0.037115i,0.030191-0.028543i,0.0056383-0.021177i,-0.011669-0.0084439i,-0.011277-0.003113i,-0.0026206-0.0032717i,0.0047732-0.0038965i,0.0079659-0.0047514i,0.0059295-0.0024947i,0.0030989+0.0034566i,0.004506+0.0065381i,0.0062243+0.0042092i,0.0064826+0.004077i,0.010256+0.0096274i
0.037423-0.036775i,0.12914-0.065583i,0.26319-0.063409i,0.32151-0.030768i,0.21746+0.0058814i,0.047022+0.060767i,-0.045014+0.11489i,-0.045264+0.11285i,-0.028508+0.060647i,-0.028922+0.023558i,-0.023824+0.019108i,-0.0055913+0.01695i,0.0076569+0.0096579i,0.0071094+0.0079649i,0.0012346+0.0082612i,-0.0031764+0.0071148i,-0.0053528+0.0048406i,-0.0027915+0.00089029i,0.00042071-0.0035196i,-0.0013755-0.0059611i,-0.0057402-0.0048728i,-0.0078492-0.0046847i,-0.010803-0.0082904i
-0.035037+0.021084i,-0.12831+0.042044i,-0.25812+0.034811i,-0.30727-0.0032484i,-0.20216-0.030324i,-0.026557-0.052423i,0.075361-0.083994i,0.078987-0.085095i,0.056429-0.045687i,0.047552-0.015681i,0.0376-0.012589i,0.014775-0.014279i,-0.0049918-0.012425i,-0.0089843-0.010483i,-0.0034549-0.0082094i,0.0020265-0.0054585i,0.0046305-0.0032421i,0.003159-0.0001038i,0.00013942+0.0042774i,0.0014096+0.0068035i,0.0063722+0.0064135i,0.0092562+0.0057432i,0.011129+0.0088532i
0.027128-0.022015i,0.10572-0.026482i,0.22844+0.0076186i,0.28545+0.061353i,0.19163+0.079263i,0.023279+0.075733i,-0.082037+0.089534i,-0.086214+0.089182i,-0.055487+0.053524i,-0.042132+0.021181i,-0.034768+0.014136i,-0.016357+0.014853i,0.00098818+0.01147i,0.0051891+0.0074851i,0.0016124+0.0052881i,-0.0020234+0.0042998i,-0.0036698+0.003423i,-0.0023558+0.0011154i,0.00049918-0.004284i,-0.00067859-0.0089814i,-0.0046927-0.0093601i,-0.0069527-0.0078403i,-0.0078425-0.0098868i
-0.024258+0.0199i,-0.08924+0.015432i,-0.19179-0.037763i,-0.23762-0.10462i,-0.14541-0.11276i,0.0020266-0.081941i,0.085601-0.075799i,0.08056-0.072289i,0.04702-0.038578i,0.034562-0.0093051i,0.030386-0.0050609i,0.01658-0.0063807i,0.0033452-0.0063237i,0.00073672-0.0068414i,0.0024546-0.0054306i,0.0031476-0.0033334i,0.0032111-0.0021192i,0.0011302+8.5954e-05i,-0.0011367+0.0033791i,0.00061964+0.0051828i,0.0034961+0.0051651i,0.0042649+0.0056707i,0.0055359+0.0093661i
0.021317-0.0060901i,0.077386+0.0038139i,0.16076+0.068527i,0.19598+0.15094i,0.12327+0.15346i,0.001945+0.094362i,-0.075495+0.059725i,-0.082574+0.047831i,-0.055368+0.022729i,-0.039682-0.00083572i,-0.035004-0.0045022i,-0.022255+0.0024766i,-0.0071924+0.0077081i,-0.002379+0.0087886i,-0.0018967+0.0068821i,-0.00070571+0.0044144i,-0.0010978+0.001748i,-0.00090384-5.0441e-05i,0.0012373-0.0018921i,0.0011158-0.0041115i,-0.0024255-0.0039882i,-0.0053419-0.00442i,-0.0064475-0.0079976i
-0.018274+0.012673i,-0.068518-0.0038515i,-0.13125-0.072216i,-0.14116-0.15232i,-0.066989-0.14681i,0.040559-0.078938i,0.10573-0.042797i,0.10167-0.036931i,0.066291-0.020632i,0.046383-0.0013019i,0.038699+0.0038043i,0.023237-0.001214i,0.0068717-0.0070853i,0.0015742-0.0091736i,0.0013209-0.0069899i,0.0017672-0.0043075i,0.0027758-0.0032663i,0.00081399-0.00195i,-0.002481+0.0010379i,-0.0033303+0.0051516i,-0.0018023+0.006859i,-0.00028341+0.006935i,0.00046861+0.0098673i
0.0049815-0.0024538i,0.036111+0.02903i,0.083362+0.11056i,0.093102+0.18895i,0.039399+0.17568i,-0.036069+0.096352i,-0.085734+0.048792i,-0.081043+0.036197i,-0.046098+0.017715i,-0.027128-0.0016689i,-0.023526-0.0066531i,-0.015724-0.0019008i,-0.0076025+0.0034795i,-0.0049539+0.0053399i,-0.0040352+0.0045493i,-0.0022006+0.0039228i,0.00037436+0.0022974i,0.0034054+0.00032945i,0.0064053-0.0009637i,0.0058434-0.0030763i,0.0025355-0.0038549i,-0.0015084-0.0035423i,-0.0041137-0.0062196i
-0.0099795-0.00087282i,-0.028606-0.027963i,-0.049956-0.10152i,-0.037356-0.17601i,0.017264-0.15991i,0.068518-0.076624i,0.094134-0.02239i,0.085203-0.0099397i,0.052225+7.8254e-05i,0.031033+0.014088i,0.02558+0.018965i,0.019472+0.011434i,0.011582+0.00017007i,0.0076342-0.004393i,0.0061672-0.0036905i,0.0031546-0.0010441i,0.0010081+0.0025324i,0.00041177+0.0033186i,-0.0011342+0.0015209i,-0.001254+0.0012621i,0.00135+0.0028242i,0.0029853+0.0048528i,0.0024925+0.0079172i
0.0065824+0.00068949i,0.016496+0.0266i,0.019593+0.09999i,-0.0036381+0.17251i,-0.044492+0.15041i,-0.071665+0.063864i,-0.085741+0.005393i,-0.079412-0.0078782i,-0.049613-0.010949i,-0.029085-0.017628i,-0.024434-0.018168i,-0.018294-0.010891i,-0.01081-0.0028481i,-0.0075697+0.0020572i,-0.0047009+0.0047235i,-0.0018797+0.0044567i,-0.0012809+0.0017324i,-0.0013833+0.00043969i,9.4609e-05+0.00052612i,0.0012027-0.0002462i,0.00011356-0.0015848i,-0.0003591-0.0036407i,0.00040734-0.0065609i
0.00015732-0.0098863i,-0.0071264-0.035185i,0.0030341-0.096332i,0.043101-0.14779i,0.080335-0.11881i,0.094289-0.044199i,0.095704+2.9879e-05i,0.078504+0.0080649i,0.045603+0.0070844i,0.022414+0.010428i,0.014596+0.013681i,0.010838+0.010272i,0.0078853+0.0026732i,0.0071199-0.0015078i,0.0054649-0.0021798i,0.0022175-0.0019625i,-0.00018673-0.0014631i,-0.00084468-0.0017143i,-0.002066-0.0014903i,-0.0021245+0.00033936i,-0.00057371+0.0016378i,0.00052874+0.0018835i,0.00037824+0.0039854i
-2.3401e-05+0.00060899i,-0.0089877+0.030226i,-0.035784+0.084982i,-0.079614+0.12852i,-0.101+0.10697i,-0.087825+0.04041i,-0.072152-0.0055872i,-0.055285-0.016074i,-0.029241-0.015104i,-0.011011-0.018686i,-0.0080623-0.019972i,-0.0092313-0.013008i,-0.0085149-0.0055231i,-0.0083289-0.0026948i,-0.0074456-0.0010108i,-0.00254-0.00028073i,0.0019091-0.0017893i,0.0020159-0.0018368i,0.0010188+0.00089813i,-0.00025232+0.0026533i,-0.001492+0.0017004i,-0.0019188-0.00066716i,-0.0005571-0.0041867i
-0.003781-0.010321i,0.011403-0.029946i,0.046564-0.068756i,0.094558-0.091353i,0.11824-0.059322i,0.10022+0.0010667i,0.076125+0.039557i,0.054366+0.043251i,0.029131+0.032587i,0.013645+0.024534i,0.0093205+0.018798i,0.0091137+0.011148i,0.010331+0.0043027i,0.01049+0.00091557i,0.0079548-0.00059476i,0.003742-0.00059189i,0.00046604+0.0011094i,0.00090662+0.0012413i,0.0022906-0.00075186i,0.0013749-0.0016908i,0.0012938-0.00080252i,0.00049932+0.0012692i,-0.0023458+0.0043068i
-0.014028+0.0095637i,-0.029131+0.02586i,-0.067398+0.058017i,-0.10973+0.075i,-0.1162+0.044232i,-0.085207-0.0044675i,-0.060654-0.033576i,-0.046967-0.034532i,-0.026996-0.021767i,-0.0098515-0.01464i,-0.0037024-0.013201i,-0.0037453-0.01016i,-0.0050549-0.0049576i,-0.0056628-0.0018214i,-0.0052748-0.00018905i,-0.0025877+0.001649i,0.00071379+0.0014322i,0.0011629+0.00025189i,0.00039652+0.00064651i,0.0004591+0.0011178i,0.00012131-2.3003e-05i,-0.000928-0.0013314i,-0.00045357-0.0032164i
0.0031251+0.0003087i,0.020087-0.012002i,0.064657-0.026693i,0.11688-0.027898i,0.12261-0.00066842i,0.086517+0.029836i,0.052409+0.041122i,0.030016+0.034258i,0.011654+0.020335i,0.00071697+0.015006i,-0.00027514+0.016029i,0.0020683+0.012971i,0.0035111+0.0084933i,0.0051306+0.0070439i,0.0057559+0.005591i,0.0031963+0.0034194i,-0.000681+0.0033098i,-0.0010893+0.0022283i,0.0012966-0.0013591i,0.0026423-0.0023163i,0.0027381+8.5133e-05i,0.0022378+0.0024416i,0.00075856+0.0041851i
-0.0072567+0.0041429i,-0.030851+0.013416i,-0.074327+0.020422i,-0.11365+0.01311i,-0.10383-0.010552i,-0.058119-0.034999i,-0.025086-0.04937i,-0.0081781-0.04681i,0.0018412-0.030843i,0.0037398-0.017972i,0.0015499-0.011022i,-0.00079915-0.005822i,-0.0051301-0.0034845i,-0.0084039-0.0039526i,-0.0073248-0.002663i,-0.0030386-0.00033067i,0.0011901+0.00011995i,0.0010209-0.00045891i,-0.0016156-0.00078984i,-0.0030563-0.00010904i,-0.0029774+0.00041412i,-0.0016218-0.00039231i,0.00034268-0.0021375i
0.008125-0.011413i,0.026703-0.012599i,0.064285-0.0058409i,0.099206+0.018795i,0.095342+0.046398i,0.060588+0.058446i,0.033024+0.056807i,0.01867+0.043217i,0.0089021+0.024967i,0.0019196+0.013841i,-0.00070952+0.0091679i,0.0009928+0.0051715i,0.0037878+0.0029596i,0.0055885+0.0042618i,0.0050613+0.0046512i,0.0029721+0.0017399i,0.0017331-0.00021896i,0.0022754-8.1746e-05i,0.0029881-0.00020215i,0.0022892+0.00087793i,0.0020494+0.0014409i,0.0018705+0.00024524i,0.00066031+0.00069743i
-0.01195+0.0033566i,-0.030469+0.0035445i,-0.063414-0.0062842i,-0.08648-0.027928i,-0.069006-0.046046i,-0.027729-0.045094i,-0.00093476-0.036779i,0.0062777-0.024359i,0.0083306-0.0094784i,0.0084639-0.0050355i,0.0040072-0.0071486i,-0.0006297-0.0060635i,-0.0021758-0.0055223i,-0.0025653-0.008677i,-0.0030593-0.0087553i,-0.0010763-0.0038465i,0.0023055-0.00048944i,0.0017947-0.00058599i,-0.0015831-0.00018301i,-0.0029921+0.00093188i,-0.0024569+0.00089744i,-0.0021818+3.3365e-05i,-0.00095982-0.0012313i
0.0077794-9.3717e-05i,0.02621+0.0057011i,0.056358+0.02315i,0.072173+0.050652i,0.053481+0.067409i,0.020761+0.060709i,-0.003908+0.046695i,-0.015273+0.034083i,-0.013617+0.020464i,-0.0073695+0.010038i,-0.003074+0.0041087i,0.00012333+0.00089594i,0.0041622+0.0026461i,0.0055485+0.0064236i,0.0040124+0.0059194i,0.0019812+0.0026507i,-0.00015601+0.0014016i,-0.00053378+0.0026893i,0.0011832+0.001892i,0.0027445-3.4696e-05i,0.002376-0.00064555i,0.00054263-0.00071638i,-0.0014757+0.0010513i
-0.0053717+0.0046527i,-0.021855-0.001537i,-0.04491-0.02504i,-0.051433-0.053831i,-0.027159-0.059741i,0.00061023-0.045996i,0.010848-0.034487i,0.010837-0.02463i,0.0080533-0.012449i,0.0069505-0.0059322i,0.0055311-0.0044718i,0.00096808-0.0021704i,-0.0026945-0.0020545i,-0.0026883-0.0045203i,-0.0019509-0.0056641i,-0.0016861-0.0033684i,-0.00045195-0.0011865i,0.00051327-0.0012176i,0.00031376-0.0013214i,9.5087e-05-0.0010056i,-0.00038715-0.00068264i,-0.00031945-0.00010331i,0.000997-0.00068664i
0.0051209+0.001186i,0.017591+0.0090379i,0.034006+0.033982i,0.036384+0.06396i,0.018574+0.066326i,-0.00052002+0.044901i,-0.010295+0.024797i,-0.012827+0.00925i,-0.0098058+0.00049652i,-0.0050113+0.00078331i,-0.00097519+0.0026056i,0.0019458+0.0012842i,0.0012368+0.0023296i,-0.00087716+0.0079491i,-0.0009486+0.0095972i,0.00023768+0.005391i,7.1976e-05+0.0021856i,0.00013573+0.0018991i,0.00066125+0.00097323i,0.00052312-0.00058763i,0.00082336-0.0013154i,0.001014-0.0013606i,0.00019348-0.00088323i
-0.012699+0.0037148i,-0.022941-0.0056731i,-0.028096-0.026032i,-0.015065-0.049451i,0.0089872-0.049144i,0.025363-0.029194i,0.03088-0.015376i,0.028922-0.0086242i,0.020273-0.0037251i,0.010609-0.0015784i,0.004317+0.00079317i,-0.00063863+0.003347i,-0.003592+0.0012207i,-0.0020976-0.0039923i,0.00019228-0.005362i,0.00087107-0.0027497i,0.0016706-0.0014676i,0.0027044-0.0013563i,0.0011734+7.8157e-05i,-0.0010415+0.0013042i,-0.0014006+0.0014241i,-0.0010511+0.00081809i,0.00088467+0.00055716i
0.0056196+0.0046194i,0.013798+0.015277i,0.018304+0.038364i,0.0077094+0.058247i,-0.0077065+0.053129i,-0.012163+0.030824i,-0.011602+0.015077i,-0.0083797+0.0079983i,-0.0022621+0.0022743i,-0.00066732+0.00050333i,-0.0022083+0.0011094i,-5.4044e-05+0.00081845i,0.00088378+0.00050032i,-0.0010916+0.0026059i,-0.0016938+0.0052143i,-0.00037864+0.0044797i,0.0011563+0.0023733i,0.0010957+0.0015988i,0.00034925+0.0014788i,0.00025405+0.00096292i,0.00044182+0.00045937i,-6.2001e-05-0.00010843i,-0.0018713-4.7217e-05i
-0.0014079-0.00060629i,-0.0079164-0.010038i,-0.010486-0.030662i,0.0035854-0.043667i,0.024017-0.029106i,0.027163-0.0059959i,0.020664+0.0060305i,0.014645+0.010935i,0.0094665+0.010627i,0.0058433+0.0042109i,0.002025-0.00014495i,-0.001374+0.00049523i,-6.0454e-05-0.00011868i,0.0028387-0.0038524i,0.0031501-0.0048588i,0.0019694-0.0034951i,0.0011764-0.0027181i,0.0015905-0.001147i,0.0018515+0.0014116i,0.00037019+0.0029828i,-0.0016138+0.0026254i,-0.0017823+0.0019939i,-0.00026469+0.00099867i
0.0061272-0.0044579i,0.0052372+0.0057148i,-0.0017687+0.024891i,-0.017459+0.0403i,-0.02603+0.030751i,-0.01872+0.010689i,-0.013762-0.0013526i,-0.014638-0.0059691i,-0.010906-0.0042593i,-0.0040382-0.0018471i,0.00049204-0.0028681i,0.0018429-0.0051491i,0.00090718-0.0049491i,-0.0023559-0.0014105i,-0.0038569+0.0017274i,-0.0023046+0.0020386i,-0.0019574+0.0016243i,-0.0023954-0.00021609i,-0.0013912-0.002817i,0.00040622-0.0032562i,0.0016017-0.0021419i,0.0013408-0.0012425i,-0.0012929-0.00072755i
-0.0062804-0.0075499i,-0.0085958-0.012103i,-0.00096101-0.023629i,0.017452-0.027543i,0.027181-0.010849i,0.022142+0.0041564i,0.01346+0.0049231i,0.0037619+0.0034512i,-0.0017707+0.0035234i,-4.6193e-05+0.0023772i,0.0018797+0.0013913i,0.00049681+0.0019084i,0.00089425+0.0015281i,0.0050738-0.0013347i,0.0063152-0.0032038i,0.0037013-0.0035915i,0.0015876-0.0026253i,0.0018043+2.2557e-05i,0.0018758+0.00055402i,-0.00057936-5.6029e-05i,-0.0023453+1.8126e-05i,-0.00048824+0.00015997i,0.0016661+0.00097937i
