0.0023373+0.0012673i,0.00189-0.00022078i,0.0010092-0.0030112i,-0.00012025-0.0037443i,-0.0018412-0.0024627i,-0.0032377-4.2976e-05i,-0.0016122+0.0020605i,0.00061236+0.0025344i,0.0019665+0.0014896i,0.0018726-0.00093575i,0.00048788-0.0018944i,-0.0012801-0.0012741i,-0.0016058-0.0009268i,-0.00059159-0.00055933i,-0.00059654-0.00064917i,-0.0012433-0.00032475i,-0.00094999+0.00018563i,-7.1141e-05+2.3801e-06i,0.00015945+0.00038928i,-0.00017388+0.0005045i,-4.6222e-05-1.0559e-05i,-0.00028894-0.0005783i,-0.0007965-0.00084001i
-0.38703-0.15233i,-0.50581-0.18058i,-0.39272-0.14773i,-0.18193-0.13664i,-0.082648-0.14054i,-0.078558-0.086056i,-0.056829-0.020256i,-0.022901-0.0039771i,-0.0097897-0.0077561i,-0.0074845-0.0047051i,-0.0079454+0.0049792i,-0.0053236+0.014092i,0.00023236+0.011939i,0.00076727+0.003981i,0.00036506-0.00069459i,0.002568-0.0054445i,0.0014885-0.0096538i,-0.0012837-0.0070107i,-0.0036353-0.0013353i,-0.0045451+0.0023009i,-0.0012192+0.0050804i,0.0050782+0.0078418i,0.012202+0.0070641i
0.085804-0.40614i,0.066505-0.53191i,-0.010278-0.43161i,-0.060364-0.25178i,-0.06143-0.15288i,-0.070741-0.094091i,-0.074328-0.028466i,-0.046947+0.012252i,-0.021555+0.017475i,-0.011363+0.011065i,-0.010154+0.0069252i,-0.010215+0.0061925i,-0.005301+0.0044695i,-0.0010537+0.0029124i,0.0018184+0.003311i,0.003453+0.0028151i,0.0032327+0.0014676i,0.0014113+0.00064056i,-0.00098663-0.0015902i,-0.0015525-0.0047184i,-0.0024098-0.0036991i,-0.0047916+0.0034026i,-0.0041068+0.0099776i
0.41989+0.016087i,0.52762+0.0052261i,0.3776-0.0055795i,0.14776+0.030737i,0.051679+0.058032i,0.037496+0.025181i,0.0093389-0.0012743i,-0.011383+0.013446i,-0.004982+0.029398i,0.0032378+0.022525i,0.00296+0.0033782i,-0.0036719-0.011685i,-0.0083475-0.010437i,-0.0044925-0.002751i,-0.002061+0.00014094i,-0.0037304+0.0035667i,-0.0029256+0.0069084i,-4.587e-05+0.0048323i,0.0027444-0.00092532i,0.003282-0.0047702i,0.00027577-0.0054051i,-0.0056124-0.0054698i,-0.011705-0.0036681i
0.04727+0.43408i,0.095912+0.55911i,0.13423+0.46042i,0.12245+0.30005i,0.086536+0.20769i,0.073326+0.11758i,0.053289+0.032334i,0.028047+0.0042483i,0.017807+0.007156i,0.016609+0.0097472i,0.0195+0.003687i,0.017614-0.0052978i,0.010522-0.0048707i,0.004407+0.00026192i,0.0006988+0.0040847i,-0.00045705+0.0061158i,-0.00040877+0.0044016i,0.00055451+0.0017154i,0.0016286+0.0005195i,0.001738+0.00069019i,0.0027592-0.00073984i,0.0051094-0.0058266i,0.0035583-0.011083i
-0.43652+0.11122i,-0.51543+0.16459i,-0.33163+0.17053i,-0.082488+0.11575i,0.017333+0.053826i,0.016117+0.028523i,0.018593+0.011169i,0.020854-0.012287i,0.0097046-0.026678i,-0.0023936-0.022061i,-0.0059604-0.0050562i,-0.002065+0.0069807i,0.00077028+0.006749i,0.0014688+0.0026852i,0.0011835-0.00021032i,0.0012254-0.0031291i,0.002001-0.0046431i,0.002162-0.002811i,0.0016441+0.0010676i,0.00096379+0.0045154i,0.0027293+0.0066225i,0.0077306+0.0054601i,0.012516-4.2115e-05i
-0.18694-0.41258i,-0.25208-0.49789i,-0.22677-0.37658i,-0.1315-0.22271i,-0.059044-0.14302i,-0.045588-0.071203i,-0.034879-0.013265i,-0.020188-0.0068777i,-0.019658-0.018475i,-0.021865-0.018215i,-0.01743-0.0081932i,-0.0068429+0.00055248i,0.0011453-8.7332e-05i,0.0014844-0.0022947i,0.0021962-0.00076753i,0.0043424-0.0008977i,0.004553-0.0020189i,0.0035985-0.00049825i,0.001889+0.0023012i,0.00065728+0.0032743i,-0.0030398+0.0029935i,-0.0054808+0.0061039i,-0.00047557+0.010104i
0.37087-0.25079i,0.39663-0.33807i,0.19403-0.31258i,-0.02747-0.2104i,-0.082272-0.10826i,-0.040181-0.050433i,-0.020368-0.021161i,-0.026237+0.0012932i,-0.024533+0.015919i,-0.013083+0.011789i,-0.0090478-0.00065771i,-0.01131-0.0064668i,-0.010803-0.0064994i,-0.0067294-0.0054061i,-0.0043676-0.0053232i,-0.0063404-0.0030937i,-0.00713+0.0020825i,-0.0056509+0.0031805i,-0.0039831+0.0014095i,-0.0018611-0.00065704i,-0.0035564-0.0037669i,-0.010666-0.0036509i,-0.015659+0.0025358i
0.29993+0.34675i,0.37712+0.39406i,0.26902+0.27651i,0.075415+0.15872i,-0.025351+0.10781i,-0.0079367+0.064524i,0.011063+0.022577i,0.00075034+0.016117i,0.0046667+0.028965i,0.0176+0.026099i,0.0202+0.0094223i,0.014483-0.0039028i,0.0076412-0.0043308i,0.0046411+0.0016566i,0.0037307+0.0043225i,0.00077116+0.0037243i,-0.0040064+0.0026172i,-0.007389+0.001651i,-0.0076828-0.00023906i,-0.0060467-0.0020746i,-0.0032917-0.0036517i,-0.0010782-0.0074708i,-0.0026363-0.010628i
-0.2995+0.34749i,-0.31172+0.44832i,-0.14351+0.38079i,0.015147+0.23804i,0.042074+0.1319i,0.017653+0.059672i,0.010616+0.015014i,0.019475-0.0037061i,0.023239-0.0096434i,0.016369-0.0032511i,0.0089484+0.0081362i,0.0052274+0.014231i,0.0038757+0.012343i,0.0026719+0.0078261i,0.001243+0.0050199i,0.0018386+0.002104i,0.002304-0.0023084i,0.00030431-0.00492i,-0.0013419-0.0042066i,-0.00069355-0.00088573i,0.0052098+0.0024249i,0.013435+0.0010736i,0.016306-0.0048345i
-0.36028-0.22599i,-0.40828-0.23497i,-0.21826-0.12429i,0.038177-0.056371i,0.12547-0.067831i,0.054286-0.05352i,0.00099492-0.01723i,0.0071928-0.01334i,0.010325-0.028728i,0.00082748-0.027889i,-0.0025748-0.014922i,0.00023819-0.0070659i,0.0027322-0.0060508i,0.00087785-0.004878i,3.9212e-05-0.0015913i,0.0048496+0.00040085i,0.010489-0.00073337i,0.01202-0.0017274i,0.0098059-0.00031414i,0.0069514+0.0021686i,0.0046846+0.00623i,0.0053168+0.010785i,0.0095441+0.011792i
0.14895-0.38931i,0.12494-0.48337i,0.032452-0.39183i,0.0049667-0.25408i,0.034019-0.17009i,0.021521-0.099181i,-0.0096972-0.035096i,-0.019498-0.0068829i,-0.017417+0.0011159i,-0.0085112+0.00061639i,-0.00039295-0.0068788i,-0.00047916-0.011735i,-0.0033044-0.011317i,-0.0044438-0.0086931i,-0.0055968-0.0058248i,-0.0061957-0.00082598i,-0.0030326+0.0045329i,0.002071+0.0040087i,0.0065505+0.00034789i,0.0075353-0.0012328i,0.0019915-0.00087428i,-0.0064424+0.0021152i,-0.010744+0.0066695i
0.37474+0.10281i,0.42579+0.075725i,0.22901-0.0033893i,-0.025107-0.023463i,-0.10079+0.019122i,-0.043727+0.031177i,-0.012367+0.015416i,-0.021196+0.021134i,-0.01774+0.038454i,0.0029987+0.032314i,0.013735+0.0062578i,0.0096353-0.01004i,0.0045702-0.0054938i,0.0069348+0.0028091i,0.0097573+0.0024883i,0.0042088-0.0010949i,-0.0047084-0.00028759i,-0.0087586+0.0022244i,-0.0067731+0.0010893i,-0.0053876-0.0022562i,-0.0071808-0.004859i,-0.009457-0.0085195i,-0.012102-0.0099851i
-0.065231+0.36237i,-0.070498+0.44036i,-0.075196+0.37133i,-0.11712+0.2842i,-0.14214+0.22183i,-0.08482+0.13105i,-0.025704+0.045758i,-0.010408+0.018735i,-0.0039907+0.021287i,-0.0038314+0.021056i,-0.0073922+0.024247i,-0.0058957+0.026625i,-0.0015342+0.021081i,0.0028472+0.013433i,0.0052423+0.0081006i,0.0037652+0.0024095i,-0.0011083-0.0024993i,-0.0072823-0.0014074i,-0.010735+0.0018749i,-0.0088198+0.001415i,-0.0021231-0.00081051i,0.0057697-0.0033366i,0.00982-0.0081704i
-0.3009+0.012181i,-0.30062+0.060708i,-0.12694+0.1213i,0.041735+0.14177i,0.077949+0.11294i,0.041565+0.058371i,0.019106+0.014897i,0.016595-0.0082496i,0.0080866-0.024366i,-0.013655-0.020525i,-0.02643-0.001226i,-0.020706+0.0078199i,-0.011578+0.0018087i,-0.0076241-0.0024761i,-0.0043837-2.4333e-05i,0.0019799+0.0013967i,0.0074509+0.00030652i,0.0070115-0.00073052i,0.0020164+0.0012028i,-0.0018379+0.00576i,-0.0012731+0.0081243i,0.0035989+0.009023i,0.01001+0.008207i
-0.058189-0.26067i,-0.086465-0.29091i,-0.022508-0.20562i,0.12305-0.15494i,0.18583-0.16184i,0.1143-0.12515i,0.036908-0.06088i,0.0085155-0.032905i,-0.0045712-0.027607i,-0.0092553-0.020271i,-0.0052517-0.013944i,0.00019587-0.012809i,-0.0022121-0.014622i,-0.011049-0.012288i,-0.01564-0.0042727i,-0.01132+0.0044541i,-0.0023398+0.0082254i,0.0049004+0.0061885i,0.0080574+0.0030509i,0.0079281-0.00054907i,0.0035149-0.0035168i,-0.0042094-0.0012657i,-0.0085051+0.0065965i
0.22162-0.0697i,0.25599-0.13606i,0.15643-0.21055i,0.032128-0.25009i,-0.0043274-0.21167i,0.019052-0.11224i,0.029419-0.040243i,0.007092-0.017191i,-0.0061169+0.00087374i,0.014024+0.003868i,0.03229-0.016725i,0.026644-0.0288i,0.013811-0.02017i,0.0073318-0.0067767i,0.0053891-0.00062299i,0.00066021-0.0001418i,-0.0051807+0.00031403i,-0.0052763+7.7649e-05i,-0.0015319-0.0018045i,0.0012696-0.0022832i,0.0011969-0.003273i,-0.0021547-0.0063311i,-0.0073376-0.0064845i
0.0093664+0.17714i,-0.033133+0.20152i,-0.13095+0.1399i,-0.24196+0.081817i,-0.25658+0.075014i,-0.15701+0.065775i,-0.058665+0.03867i,-0.014013+0.024227i,0.0063226+0.025458i,0.023315+0.01898i,0.028348+0.0072519i,0.022471+0.0062294i,0.017922+0.010712i,0.016767+0.01095i,0.014084+0.0054429i,0.0072594-0.0008655i,-0.0007264-0.004244i,-0.0044106-0.0039483i,-0.0039174-0.0023089i,-0.0023075-0.0023404i,0.0013242-0.0018714i,0.0081684-0.0024892i,0.011507-0.0070711i
-0.10462-0.00086378i,-0.093736+0.011414i,-0.058436+0.078662i,-0.052001+0.1825i,-0.060197+0.21823i,-0.048076+0.15047i,-0.0247+0.069874i,0.00040437+0.033892i,0.016416+0.012525i,0.0057174+0.0014929i,-0.011082+0.0073616i,-0.013342+0.011282i,-0.0052503+0.0056376i,0.0037387-0.00012256i,0.010056-0.0011704i,0.01377-0.0016831i,0.014044-0.0031453i,0.009524-0.0021093i,0.0027583+0.0013142i,-0.0017978+0.0058606i,-0.0017716+0.010965i,0.003141+0.012667i,0.0094227+0.0093158i
-0.0018124-0.057307i,0.0068763-0.0097911i,0.074589+0.084456i,0.21163+0.12962i,0.26165+0.085255i,0.13973+0.01768i,0.013171+0.0070968i,-0.007452+0.016104i,0.0019486+0.0025488i,-0.0096658-0.00051982i,-0.017036+0.0081624i,-0.013924+0.010899i,-0.01179+0.0077425i,-0.014829+0.00094044i,-0.017454+0.00021408i,-0.01004+0.0049022i,-8.6055e-05+0.005374i,0.0033359+0.0025176i,0.0020245+0.0020875i,-0.0011524+0.0029335i,-0.0057942+0.0015945i,-0.010581+0.0038603i,-0.0095185+0.011147i
0.087446+0.026236i,0.15025-0.023544i,0.2062-0.12622i,0.24017-0.22627i,0.21319-0.2484i,0.12607-0.18037i,0.034322-0.090716i,-0.018364-0.032013i,-0.031873-0.0033863i,-0.019718+0.0055319i,-0.0034023+0.0012401i,-6.89e-06-0.0068109i,-0.0054603-0.0087774i,-0.0083008-0.0033475i,-0.0066863+0.00016968i,-0.0052755-0.00074815i,-0.006068-0.001414i,-0.006658+0.00081769i,-0.0040096+0.0033027i,0.00046815+0.0038288i,0.0038058-0.0001745i,0.00087673-0.007943i,-0.0067877-0.011117i
-0.13572+0.12942i,-0.17536+0.18019i,-0.19023+0.12499i,-0.2194-0.010149i,-0.23119-0.088117i,-0.15115-0.053598i,-0.051027-0.020837i,-0.027887-0.018456i,-0.02964+0.002838i,-0.010271+0.015727i,0.0043262+0.0094582i,0.011268+0.0085822i,0.014184+0.010875i,0.010924+0.010677i,0.0060967+0.0085856i,-0.00063578+0.0052205i,-0.0071662+0.0024865i,-0.0093849+0.00082286i,-0.0082659-0.0011595i,-0.006622-0.0040735i,-0.002994-0.005613i,0.0035313-0.007405i,0.0046997-0.011244i
-0.12233-0.21225i,-0.19426-0.25171i,-0.26736-0.1693i,-0.34617+0.019453i,-0.31251+0.17318i,-0.14875+0.15793i,-0.020705+0.054868i,0.0057115+0.0056779i,0.0043838+0.0061601i,0.0039415+0.0014232i,-0.0028794-0.0057038i,-0.0063379-0.0092792i,-0.0034836-0.012239i,0.0042835-0.0094051i,0.010454-0.0052042i,0.0098066-0.0022887i,0.0087675+0.00087939i,0.0079353+0.0011052i,0.0059823-0.0012922i,0.0050594-0.0035123i,0.0033168-0.00013191i,0.004158+0.0067321i,0.0082131+0.0069103i
0.18773-0.082379i,0.1666-0.043224i,0.09944+0.12311i,0.10431+0.28301i,0.13906+0.29917i,0.12005+0.19198i,0.076477+0.082883i,0.058034+0.027672i,0.049267-0.0028307i,0.026196-0.011947i,0.0096359-0.0060835i,0.0034662-0.0069256i,-0.0020491-0.006753i,-0.0050442-0.0019271i,-0.0073276+0.0025812i,-0.0070438+0.0090375i,-0.00031565+0.011892i,0.0070615+0.0059234i,0.0069311-0.0034254i,0.00061286-0.0069972i,-0.0063116-0.0044742i,-0.0092762+0.0024278i,-0.0051471+0.01026i
0.16636+0.12i,0.23816+0.010962i,0.26059-0.12538i,0.30189-0.16453i,0.32389-0.15299i,0.21745-0.13045i,0.074353-0.066989i,0.018441-0.018523i,0.0078411-0.013576i,0.0067851-0.014695i,0.0070145-0.015568i,-0.0014447-0.012434i,-0.0091283-0.0027863i,-0.0097212+0.0012211i,-0.0029055-0.00070215i,0.0035222-0.0056984i,0.0028929-0.010092i,-0.00044421-0.0082101i,-0.00028634-8.3757e-06i,0.0043464+0.005435i,0.0070685+0.000274i,0.0012198-0.0086933i,-0.008563-0.0094065i
-0.1561+0.2889i,-0.048934+0.39693i,0.1021+0.25294i,0.11912-0.086162i,0.0050416-0.29455i,-0.085907-0.22412i,-0.082093-0.08554i,-0.05188-0.036532i,-0.043547-0.024253i,-0.027425-0.0060926i,-0.0013452+0.0044859i,0.014527+0.010967i,0.018534+0.011922i,0.011352+0.0077722i,0.0011458+0.0066363i,-0.0026986+0.0029922i,-0.0071343-0.0014334i,-0.011001+0.0012921i,-0.0081585+0.0070425i,-0.0031725+0.010644i,0.0027051+0.011208i,0.0094856+0.0069952i,0.011175-0.0016323i
-0.29772-0.23973i,-0.4314-0.255i,-0.44926-0.22627i,-0.44493-0.17492i,-0.43701-0.09449i,-0.31415-0.018933i,-0.15413+0.0072845i,-0.079301+0.016983i,-0.042954+0.031927i,-0.018118+0.023091i,-0.015128+0.008697i,-0.011857+0.0027548i,-0.0050111-0.0066896i,-0.0029985-0.010855i,-0.0027981-0.0083703i,-0.0028282-0.0068083i,-0.0025868-0.0045394i,-0.0013751-0.00088038i,0.0011562+0.0001161i,0.003799-0.00061767i,0.0056932+0.0013046i,0.0086608+0.0048776i,0.010886+0.0051458i
0.20842-0.18989i,0.19049-0.11326i,0.094258+0.11106i,0.012978+0.30655i,0.0023552+0.35509i,0.020693+0.25938i,0.021309+0.1248i,0.017922+0.060169i,0.030553+0.043313i,0.034594+0.028673i,0.027211+0.018177i,0.02397+0.0046542i,0.018574-0.0055712i,0.011602-0.0051809i,0.0048385+2.336e-05i,0.00074382+0.0094018i,0.0033136+0.016146i,0.0054835+0.012325i,0.0015501+0.00316i,-0.0071113-0.00080843i,-0.012552+0.0031829i,-0.0099998+0.0081651i,-0.003992+0.010208i
0.17046+0.072407i,0.077591-0.066846i,-0.021634-0.085283i,0.10196+0.084299i,0.29782+0.17112i,0.29048+0.085087i,0.1455+0.024777i,0.06664+0.030242i,0.051577+0.020311i,0.032029+0.0046608i,0.0074239-0.0024205i,-0.016443-0.0031046i,-0.024923+0.0044106i,-0.012436+0.0030185i,-0.00015897-0.0085208i,0.0017038-0.014106i,0.001154-0.01399i,0.00069769-0.011413i,-0.0017716-0.0055397i,-0.0047248-0.0034429i,-0.0081264-0.0083728i,-0.013855-0.011526i,-0.018685-0.0051951i
-0.027208+0.28922i,0.20909+0.31646i,0.40231+0.17098i,0.39726-0.050368i,0.28628-0.18132i,0.15926-0.1616i,0.067148-0.093393i,0.013834-0.070624i,-0.024851-0.06695i,-0.031851-0.041352i,-0.011247-0.018086i,0.0046802-0.0086982i,0.0082282-0.0023386i,0.0047172+0.0035798i,0.0011937+0.0099443i,0.0017407+0.010625i,-3.2923e-05+0.0055035i,-0.0038355+0.0020644i,-0.0043334+0.0015109i,-0.00022733+0.00064916i,0.0063979-0.0029927i,0.011752-0.0082575i,0.012261-0.013659i
-0.39211-0.15099i,-0.53483-0.12182i,-0.52033-0.1262i,-0.4298-0.18754i,-0.36111-0.19255i,-0.25695-0.11419i,-0.1303-0.049669i,-0.065894-0.032182i,-0.050463-0.013339i,-0.036811-0.0010286i,-0.028287-0.00045334i,-0.023468+0.0059457i,-0.015623+0.011128i,-0.0065738+0.012385i,0.0013319+0.0098252i,0.0015848+0.0051367i,-0.003528+0.0039882i,-0.0042549+0.003487i,0.00078914-0.00033602i,0.004972-0.0067845i,0.0055359-0.0077197i,0.0055972-0.0007922i,0.0067705+0.0026165i
0.28195-0.22863i,0.36468-0.18369i,0.30132-0.067666i,0.047272+0.018149i,-0.17427+0.093526i,-0.15993+0.11795i,-0.060234+0.046797i,-0.032814+0.0095197i,-0.017974+0.033998i,0.0087619+0.038088i,0.025667+0.017242i,0.03351-0.0073646i,0.026769-0.020922i,0.012632-0.014082i,0.0058937+0.0013579i,0.0068121+0.012149i,0.012276+0.015809i,0.016753+0.012422i,0.014507+0.0052059i,0.0092298+0.004909i,0.0050388+0.010493i,0.0035704+0.012341i,0.0038555+0.011191i
0.11778+0.19465i,-0.074144+0.19183i,-0.25978+0.21378i,-0.17739+0.28237i,0.024346+0.26626i,0.088166+0.1424i,0.053764+0.065497i,0.048924+0.058059i,0.068347+0.045858i,0.054877+0.021999i,0.019206+0.014611i,-0.003724+0.016632i,-0.010006+0.012884i,-0.0066894+0.0029783i,-0.0056731-0.0085472i,-0.010062-0.014013i,-0.011359-0.013605i,-0.0077319-0.0095097i,-0.0034943-0.0016967i,-0.0045789+0.0034232i,-0.0095298+0.003367i,-0.014733+0.0017769i,-0.01608+0.0054502i
-0.01974+0.18729i,0.21374+0.087826i,0.42681-0.062773i,0.4336-0.13874i,0.30458-0.15278i,0.15518-0.13485i,0.033701-0.080459i,-0.0161-0.04187i,-0.029235-0.046292i,-0.028295-0.042079i,-0.0086804-0.027999i,0.0040961-0.025376i,0.0018214-0.023775i,-0.0042511-0.014458i,-0.0035911-0.0041747i,0.0022774-0.0046571i,0.0013711-0.012173i,-0.0072709-0.011389i,-0.013375-0.0010766i,-0.008763+0.0069361i,0.0014502+0.0030129i,0.0063646-0.0099861i,0.0026399-0.02177i
-0.48039-0.086038i,-0.63492+0.036857i,-0.58708+0.13332i,-0.34072+0.059952i,-0.13184-0.083751i,-0.082576-0.093131i,-0.057422-0.023804i,-0.030782-0.020298i,-0.038505-0.04074i,-0.040292-0.032037i,-0.031578-0.011298i,-0.020078+0.015465i,-0.0029322+0.026362i,0.0044622+0.01365i,0.0005479+0.00036496i,-0.005441-0.0025257i,-0.010619+0.0016361i,-0.012106+0.0051512i,-0.0093385+0.0033911i,-0.00739+0.0010052i,-0.0067701+0.005226i,-0.00049454+0.013149i,0.0099809+0.012132i
0.25354-0.45812i,0.32236-0.56273i,0.27599-0.52767i,0.075176-0.36071i,-0.089144-0.12412i,-0.080446+0.024098i,-0.037066+0.035346i,-0.042296+0.029483i,-0.041017+0.052994i,-0.012229+0.049682i,0.012475+0.0095117i,0.012448-0.030038i,0.0025534-0.036219i,0.0011742-0.01314i,0.0034934+0.012367i,0.0064756+0.024461i,0.012912+0.022067i,0.017247+0.011223i,0.01445-0.0010767i,0.0079063-0.0065175i,0.003595-0.0031214i,0.0028826+0.0022901i,0.0036937+0.0039427i
0.24325+0.35184i,0.086488+0.51712i,-0.1011+0.59278i,-0.082341+0.50038i,0.03907+0.31749i,0.10285+0.17125i,0.1169+0.087946i,0.11453+0.052709i,0.10768+0.039014i,0.076432+0.023232i,0.030749+0.022831i,0.009212+0.0341i,0.011077+0.030727i,0.01317+0.013922i,0.0093051-0.00053248i,0.0034959-0.0023522i,0.00068542+0.0033464i,0.0035255+0.0064911i,0.0082552+0.0036598i,0.0064994-0.0029894i,-0.0011033-0.0077281i,-0.0077341-0.006406i,-0.011483+0.0033346i
-0.013602+0.13529i,0.19623-0.13278i,0.31286-0.36976i,0.22667-0.29614i,0.12407-0.10921i,0.075304-0.05683i,0.015629-0.052057i,-0.0015284-0.022194i,0.018407-0.014835i,0.020646-0.013024i,0.015-0.0067969i,0.0066803-0.0088144i,-0.0095161-0.0054838i,-0.014634+0.0012416i,-0.0039997-0.0013479i,0.004646-0.0136i,0.002918-0.02294i,-0.0038512-0.020733i,-0.0049091-0.011186i,0.0021119-0.0075063i,0.0073061-0.014799i,0.0043429-0.023668i,-0.0031502-0.024678i
-0.35426+0.077635i,-0.3313+0.36728i,-0.16315+0.53142i,0.012883+0.3648i,0.052804+0.094825i,-0.0063699-0.028224i,-0.034211-0.050326i,-0.037148-0.069948i,-0.045875-0.077924i,-0.044457-0.050539i,-0.023881-0.0045319i,0.0040274+0.023801i,0.017074+0.019648i,0.0073884+0.0060532i,-0.0073361-0.00018505i,-0.012099+0.00078342i,-0.011746+0.0045077i,-0.011429+0.0068043i,-0.010978+0.0069441i,-0.0098332+0.010165i,-0.0039931+0.018305i,0.0082892+0.022595i,0.021939+0.013148i
-0.0055772-0.58144i,-0.13631-0.80222i,-0.23767-0.78554i,-0.25435-0.4861i,-0.20612-0.14761i,-0.14943+0.0017309i,-0.13808+0.021394i,-0.14182+0.048013i,-0.10371+0.077517i,-0.038942+0.052254i,-0.0092638-0.01699i,-0.0235-0.064283i,-0.032864-0.054688i,-0.014741-0.016833i,0.0075522+0.012628i,0.01408+0.022475i,0.01129+0.019936i,0.0064057+0.012512i,6.1133e-05+0.0041023i,-0.0023578+0.000658i,-0.0043192+0.0017554i,-0.0076649+0.0053063i,-0.0094615+0.0075896i
0.35187+0.34402i,0.28193+0.61821i,0.18059+0.73448i,0.15175+0.50912i,0.1166+0.19899i,0.078381+0.063095i,0.072834+0.025876i,0.056911+0.018265i,0.032085+0.032351i,0.01644+0.027488i,0.011568+0.022726i,0.023554+0.021496i,0.02782+0.0033074i,0.013454-0.011981i,-0.0018038-0.014018i,-0.0065411-0.011912i,0.00087913-0.0068505i,0.014943-0.0030321i,0.022769-0.0053571i,0.016147-0.0074032i,0.006641-0.0050995i,0.001992-0.0021271i,0.00019468+0.0049484i
-0.24062+0.18292i,-0.29974-0.10342i,-0.34366-0.34119i,-0.31816-0.2609i,-0.20527-0.10013i,-0.099638-0.0304i,-0.033972+0.011078i,0.020648+0.016023i,0.035654+0.0015982i,0.019867+0.011543i,-0.00026758+0.021985i,-0.02028+0.028389i,-0.02383+0.033187i,-0.016145+0.025044i,-0.007493+0.011525i,-0.0038273+0.00029505i,-0.011015-0.0082082i,-0.020673-0.0075243i,-0.018856+0.0037222i,-0.0068273+0.0082735i,0.00033041-0.00075554i,-0.0025538-0.011976i,-0.010711-0.015077i
-0.011976-0.020097i,0.31104+0.22653i,0.55031+0.34453i,0.43985+0.19295i,0.19491+0.029389i,0.081536-0.034716i,0.066496-0.088251i,0.032419-0.12971i,-0.017291-0.12403i,-0.042521-0.065929i,-0.020526+0.0061703i,0.024411+0.037408i,0.044206+0.028369i,0.031807+0.012815i,0.0080765+0.0045782i,-0.0044929+0.0027535i,-0.0034176+0.0037104i,-0.0021893+0.0055638i,-0.003584+0.010059i,-0.0030466+0.017303i,0.0021353+0.020379i,0.011132+0.015963i,0.021697+0.0028431i
-0.098797-0.45569i,-0.37402-0.66809i,-0.55145-0.62786i,-0.43328-0.28157i,-0.17849+0.037114i,-0.048838+0.12906i,-0.05595+0.1262i,-0.060169+0.11519i,-0.027718+0.080481i,0.0067092+0.016201i,0.0023939-0.050689i,-0.031866-0.075316i,-0.037026-0.054446i,-0.012349-0.029186i,0.0058426-0.013397i,0.011914-0.0010812i,0.011433+0.0025655i,0.0061402-0.0017866i,-0.0013849-0.011093i,-0.012597-0.017425i,-0.024412-0.010824i,-0.027011+0.0035105i,-0.019279+0.015015i
0.48492+0.029734i,0.6242+0.075195i,0.62982+0.10063i,0.48873+0.0093368i,0.29675-0.10261i,0.15245-0.11924i,0.058347-0.078854i,0.011317-0.013635i,0.021028+0.02773i,0.040623+0.012239i,0.043864-0.014181i,0.037156-0.029718i,0.0094106-0.03387i,-0.018833-0.018861i,-0.022257-0.00056514i,-0.014737+0.0025221i,-0.0063809-0.0034123i,0.0024447-0.012137i,0.0052656-0.017958i,0.0033517-0.013962i,0.0049548-0.007546i,0.0081004-0.0060443i,0.0070197-0.0063302i
-0.39428+0.52032i,-0.66386+0.52402i,-0.74527+0.38679i,-0.50911+0.23523i,-0.22899+0.11136i,-0.10774+0.066716i,-0.026086+0.10229i,0.060441+0.095355i,0.084904+0.047382i,0.053136+0.023128i,0.0048379+0.033596i,-0.022022+0.059425i,-0.016304+0.059375i,0.0011168+0.037517i,0.018415+0.01741i,0.024864+0.0070396i,0.017237+0.015512i,0.0098585+0.034587i,0.0095883+0.042105i,0.013464+0.02983i,0.016122+0.00932i,0.011409-0.0036078i,-2.4504e-05-0.004671i
-0.090056-0.18644i,0.27605-0.070123i,0.5634-0.020165i,0.40971-0.11318i,0.072599-0.15802i,-0.066386-0.13981i,-0.06906-0.17322i,-0.082733-0.18791i,-0.097706-0.13503i,-0.090169-0.046435i,-0.039378+0.017385i,0.018522+0.01739i,0.034386-0.0024545i,0.025272-0.011445i,0.0063132-0.014531i,-0.010378-0.011552i,-0.01226-0.012007i,-0.0079241-0.019575i,-0.0037603-0.024089i,-0.00018771-0.021432i,0.0021762-0.015033i,0.0063558-0.01077i,0.013651-0.015576i
0.066866+0.0055347i,-0.13557+0.11299i,-0.29732+0.23767i,-0.22424+0.32938i,-0.042199+0.34065i,0.055686+0.2596i,0.047467+0.14602i,-0.0082569+0.07472i,-0.034575+0.056352i,-0.010143+0.029013i,-0.002398-0.020755i,-0.02937-0.043729i,-0.047329-0.029474i,-0.043814-0.0067799i,-0.030491+0.0068269i,-0.014396+0.0057845i,-0.0065328-0.0043392i,-0.0088639-0.010672i,-0.014019-0.011871i,-0.018489-0.0089624i,-0.020857-0.001443i,-0.021056+0.009081i,-0.01431+0.024159i
0.19949-0.40231i,0.26153-0.64282i,0.26319-0.67859i,0.15353-0.47768i,0.036453-0.26014i,-0.050189-0.16894i,-0.14522-0.081879i,-0.16207+0.06078i,-0.080683+0.13145i,1.2844e-05+0.087869i,0.035093+0.020704i,0.036962-0.0099352i,0.031824-0.0045854i,0.026586+0.013293i,0.019426+0.022072i,0.0082665+0.01595i,-0.0054103+0.0058971i,-0.0092584+0.0039765i,-0.00067808+0.0096968i,0.010262+0.014138i,0.01601+0.010945i,0.012959+0.0021011i,0.0016107-0.0059754i
