-0.00021825+0.0011908i,-0.00044829+0.002127i,-0.0017713+0.0013479i,-0.0027996+1.6931e-05i,-0.0021338+0.0010918i,-0.0012977+0.0027891i,0.00011899+0.0017282i,0.001211+0.00060724i,0.0010084+0.00046706i,0.00059739-0.0002065i,0.00011433-0.00059014i,-0.00038336-0.00018194i,-0.00056501+0.00017169i,-0.00048235+0.00037524i,-0.00052838+0.00068222i,-0.00075324+0.0013029i,-0.00026802+0.0010675i,0.00022583+0.00048637i,0.00023591+0.00039392i,0.00020352+0.00024277i,-3.7286e-05-5.2325e-05i,-0.00054404-0.00039762i,-0.00064852-0.00038911i
0.0029244+0.01546i,-0.015003+0.0069263i,-0.044933-0.027051i,-0.074244-0.050648i,-0.060239-0.021817i,-0.00034959+0.018885i,0.038826+0.01404i,0.026459-0.0062196i,0.0059983-0.0050895i,0.0077818-0.0073364i,0.0077957-0.016322i,0.0030667-0.014741i,0.0045762-0.0083681i,0.0087521-0.0030208i,0.012063+0.00094777i,0.012534+0.0030323i,0.0097266+0.0047159i,0.0065154+0.0044618i,0.0050022+0.0012797i,0.0046495-0.001754i,0.0038882-0.0030147i,0.0019702-0.0031743i,0.00038996-0.0029486i
-0.014179-0.012652i,-0.02012-0.054357i,-0.025893-0.082993i,-0.025457-0.056757i,-0.00021903-0.015475i,0.033948-0.019482i,0.029599-0.041341i,0.0052947-0.027582i,0.0041275-0.006182i,0.004166-0.0088125i,-0.0054909-0.010958i,-0.006571-0.0062692i,-0.0017801-0.0034935i,0.0023578-0.0027851i,0.005594-0.0053304i,0.0064337-0.0096125i,0.0063684-0.012996i,0.006261-0.013906i,0.0062147-0.011297i,0.0065885-0.0068449i,0.0065277-0.0037404i,0.0050537-0.0013737i,0.0027914+0.0018592i
-0.0076522+0.0012322i,-0.0076707+0.039945i,-0.0097161+0.11005i,-0.0040847+0.14007i,0.0083055+0.085313i,0.0025607+0.0068751i,-0.0092166-0.020509i,0.00087832-0.013433i,0.0086865-0.012972i,-0.0024731-0.0082441i,-0.012059-0.00036909i,-0.015776+0.00017201i,-0.017848-0.0026616i,-0.017397-0.0065775i,-0.016772-0.0088004i,-0.016174-0.008355i,-0.01432-0.010115i,-0.010534-0.011205i,-0.0060923-0.0076798i,-0.0037457-0.0039058i,-0.0031892-0.0004659i,-0.0025982+0.0012857i,-0.0018474-8.7425e-05i
-0.0052984-0.016549i,-0.026559-0.0069782i,-0.043937+0.0036743i,-0.026853+0.0018866i,-0.0080339-0.009034i,-0.026088-0.0058426i,-0.036037+0.0053413i,-0.023814-0.0060544i,-0.019153-0.014593i,-0.014553-0.0031579i,-0.0066353+0.0065256i,-0.0045633+0.0094921i,-0.0034861+0.010145i,-0.0039203+0.0097016i,-0.0066201+0.010683i,-0.0076684+0.012177i,-0.0082954+0.013219i,-0.0082031+0.012496i,-0.0063277+0.0090494i,-0.0042514+0.0050561i,-0.0019573+0.0011645i,0.0011542-0.0029019i,0.0031432-0.0055588i
0.051724+0.0051974i,0.094743-0.0011754i,0.13755-0.024153i,0.12696-0.047563i,0.05417-0.032711i,0.002315+0.0065683i,-0.010346+0.018982i,-0.0244+0.014251i,-0.027499+0.014837i,-0.011736+0.011031i,-2.7971e-05+0.0062303i,0.0045961+0.0086697i,0.0061173+0.011239i,0.0049898+0.010838i,0.0050356+0.010322i,0.0073224+0.0097765i,0.010173+0.011358i,0.0096411+0.012356i,0.0054595+0.010486i,0.0011518+0.0079405i,-0.0014784+0.005327i,-0.0030682+0.0027948i,-0.0051686+0.00088382i
0.00016112+0.038291i,-0.022072+0.037806i,-0.054481+0.010312i,-0.07785-0.016393i,-0.063776-0.01493i,-0.024783+0.0043382i,0.0002526+0.024545i,0.010817+0.037575i,0.015361+0.030956i,0.011576+0.010953i,0.0089143-0.0023091i,0.011545-0.0092164i,0.011729-0.013494i,0.01078-0.013468i,0.010546-0.012025i,0.0094509-0.011087i,0.007963-0.010153i,0.0068106-0.0065409i,0.0053138-0.0025301i,0.0015696-0.0028773i,-0.0030023-0.0027774i,-0.005213+0.0010449i,-0.0032122+0.0030992i
-0.032116-0.016331i,-0.038472-0.07296i,-0.036195-0.11774i,-0.030734-0.099387i,-0.016127-0.044649i,0.0089301-0.015591i,0.029591-0.013642i,0.040128-0.012731i,0.037971-0.010915i,0.022204-0.0088167i,0.0081692-0.0079372i,-0.00055973-0.0098802i,-0.0035889-0.0087175i,-0.0012421-0.0066544i,-0.0026273-0.0057077i,-0.0074795-0.0053034i,-0.011314-0.0066621i,-0.010909-0.0077572i,-0.0054962-0.0065596i,0.00030412-0.0055788i,0.0043076-0.0030766i,0.0067478+0.0026947i,0.0083642+0.0065774i
-0.0054862-0.011032i,0.0077281+0.027427i,0.022158+0.099879i,0.02892+0.1337i,0.028285+0.094036i,0.020685+0.026793i,0.014939-0.022369i,0.010325-0.046367i,0.0023917-0.04159i,-0.0013907-0.020191i,-0.0040285-0.0073577i,-0.01113-0.002662i,-0.015328+0.00027262i,-0.014808+0.0016666i,-0.010915+0.0034936i,-0.0063582+0.0051971i,-0.004511+0.0056083i,-0.0037306+0.0036659i,-0.0022492-0.0008576i,-0.00014908-0.0033144i,0.00099969-0.0017838i,0.0023481-0.0002739i,0.0036217-0.001182i
0.0015683-0.018749i,-0.031842-0.0043863i,-0.075234+0.023925i,-0.062099+0.030987i,-0.012592+0.008585i,-0.0010944-0.0062085i,-0.025784-0.0030399i,-0.046139+0.00049987i,-0.042646+0.002089i,-0.023163+0.0036262i,-0.006887+0.0055844i,0.0016308+0.0077929i,0.0046176+0.0059231i,0.0052419+0.0043978i,0.0068064+0.0051048i,0.0073136+0.0049951i,0.0060772+0.0054574i,0.0033826+0.0052171i,0.0005514+0.0030785i,0.00035708+0.0003053i,0.00081136-0.0043961i,-0.0010062-0.0081149i,-0.0029223-0.0074523i
0.061385+0.020266i,0.11064+0.010391i,0.14858-0.025784i,0.13309-0.057158i,0.066689-0.051998i,0.015091-0.024263i,-0.0017183+0.003462i,-0.0107+0.028263i,-0.012793+0.034803i,-0.0060296+0.02181i,0.00092996+0.010482i,0.0049964+0.0051598i,0.0043381+0.0042837i,0.0015367+0.0040481i,-0.00069079-0.00046745i,-0.0018139-0.0058089i,-0.00067566-0.009021i,-0.0009632-0.0081009i,-0.0032076-0.0027844i,-0.0036714+0.0024792i,-0.0026606+0.0039162i,-0.00311+0.0019847i,-0.0063221+0.00035748i
-0.016045+0.064598i,-0.02981+0.077342i,-0.038912+0.057018i,-0.052755+0.023751i,-0.060127+0.00193i,-0.046393-0.0030897i,-0.010552+0.00057061i,0.025302+0.0038563i,0.031997+0.0048396i,0.019669+0.0021067i,0.010863-0.0025183i,0.0054006-0.0057558i,0.0012636-0.0062056i,-0.0012833-0.0062529i,-0.0048471-0.0053855i,-0.0081158-0.0014567i,-0.0098549+0.0027939i,-0.0072239+0.0064975i,-0.00040614+0.008243i,0.001482+0.0062614i,-0.0022354+0.0047699i,-0.0047233+0.0034236i,-0.0040362+0.0010814i
-0.055012-0.031004i,-0.065593-0.099703i,-0.060122-0.1567i,-0.054368-0.1363i,-0.046877-0.054114i,-0.032441-0.0016734i,-0.025119-0.0053423i,-0.013645-0.02177i,0.0041648-0.024398i,0.010022-0.017324i,0.003847-0.0086826i,-0.00064474-0.0023661i,0.0014491-5.6146e-05i,0.0038177+0.00095208i,0.0031222+0.004327i,0.0024562+0.006802i,0.0024457+0.0068595i,0.0021829+0.0052946i,0.0016438+0.0030329i,0.0015552+0.0021136i,0.0038301+0.0021523i,0.0071371+0.0017097i,0.0070426+0.0012366i
-0.0036167-0.031733i,0.01991+0.004792i,0.038265+0.074408i,0.046576+0.10784i,0.04745+0.091214i,0.036472+0.067886i,0.016369+0.048834i,-0.0053759+0.021538i,-0.013715-0.0023015i,-0.010369-0.0085768i,-0.0075027-0.0053516i,-0.0053899-0.0026806i,-0.0029414-0.0034947i,-0.0015015-0.0046895i,0.0012738-0.0046724i,0.0068926-0.0045702i,0.013823-0.0046174i,0.016256-0.0074167i,0.010352-0.011052i,0.0019171-0.010301i,-0.0016948-0.0048939i,-0.00050898+0.00093543i,0.0028249+0.0032155i
0.019147-0.02498i,-0.031108-0.00046578i,-0.098898+0.045571i,-0.095818+0.062682i,-0.024808+0.030066i,0.03292+0.0026707i,0.050875+0.015517i,0.037343+0.029445i,0.0093863+0.022188i,-0.0060719+0.011515i,-0.004855+0.0040363i,-0.0027019-0.0020722i,-0.003277-0.0058519i,-0.0025318-0.0073831i,-0.0022198-0.0083977i,-0.0051284-0.0099892i,-0.0097449-0.011329i,-0.012749-0.0089469i,-0.011578-0.0039211i,-0.0068567-0.0017509i,-0.0049396-0.0047059i,-0.006021-0.0072572i,-0.0031084-0.0062445i
0.082981+0.042313i,0.13025+0.029108i,0.15749-0.013769i,0.13404-0.05064i,0.07728-0.060562i,0.044473-0.068156i,0.037567-0.076708i,0.02604-0.055778i,0.0094675-0.017118i,0.002256+0.0030912i,-0.00055202+0.0040598i,-0.0044452+0.0023867i,-0.0060324+0.0049846i,-0.0067451+0.0083576i,-0.0083851+0.0096875i,-0.0097087+0.010356i,-0.012123+0.010044i,-0.014978+0.0081855i,-0.012841+0.0053224i,-0.0053758+0.0017445i,0.00091933+0.00049703i,0.0016976+0.00074633i,-0.0010254-8.203e-05i
-0.038619+0.097994i,-0.034523+0.11286i,-0.0079733+0.095156i,0.0069865+0.061367i,-0.019819+0.018196i,-0.056087-0.018603i,-0.064536-0.046159i,-0.043954-0.053135i,-0.014162-0.034621i,0.0016616-0.014547i,0.0044484-0.005412i,0.005416-0.00015106i,0.0052414+0.004015i,0.0034733+0.0065959i,0.0039936+0.0071742i,0.0051064+0.0096244i,0.0041552+0.016358i,0.0058733+0.020991i,0.012362+0.017058i,0.014441+0.0091399i,0.0085261+0.0037481i,0.00054598+0.00079132i,-0.005896-0.00043531i
-0.09018-0.050053i,-0.094146-0.12772i,-0.083239-0.1969i,-0.082114-0.18169i,-0.076983-0.090036i,-0.077631-0.011059i,-0.089173+0.026435i,-0.075334+0.033085i,-0.034357+0.015272i,-0.0069468-0.00028417i,0.0012035-0.00076423i,0.0056432+0.0013961i,0.01009+0.00083619i,0.014123-0.00085195i,0.015204-0.0044095i,0.015379-0.010226i,0.016793-0.015465i,0.014437-0.017146i,0.0074551-0.013214i,0.0026457-0.0062373i,0.0031707-0.0035121i,0.0053359-0.0052637i,0.00468-0.0047413i
-0.0045675-0.065892i,0.015609-0.034304i,0.029995+0.020042i,0.030849+0.037105i,0.025129+0.041877i,0.019821+0.067424i,0.024664+0.088455i,0.022657+0.072921i,0.0064269+0.037186i,-0.0032532+0.01178i,-0.0015602+0.0023135i,0.00024335-0.0013707i,0.00050794-0.0040771i,-0.00048277-0.0077432i,-0.0054597-0.011861i,-0.010459-0.013735i,-0.009448-0.016523i,-0.0047103-0.019798i,-0.002625-0.016989i,-0.0042296-0.0083448i,-0.0054379+0.0012908i,-0.003257+0.0068584i,0.0015283+0.0063085i
0.044369-0.039941i,-0.017554-0.0044146i,-0.1054+0.075302i,-0.11256+0.12582i,-0.046517+0.097729i,0.022391+0.045174i,0.064308+0.023526i,0.070128+0.017964i,0.043191+0.014505i,0.018896+0.0099111i,0.0092142+0.00040774i,0.0023243-0.0034576i,-0.0029674-0.0039588i,-0.0071241-0.0058987i,-0.0086109-0.0047574i,-0.0093153+0.00038164i,-0.014241+0.0052737i,-0.017753+0.0091752i,-0.01692+0.013283i,-0.014479+0.01407i,-0.011303+0.0094931i,-0.0070602+0.0043107i,-0.0023985+0.0010699i
0.1105+0.081224i,0.15906+0.081772i,0.16305+0.049244i,0.1208+0.019035i,0.080199-0.0071441i,0.065165-0.037478i,0.048096-0.064675i,0.02325-0.062259i,0.0095777-0.033915i,0.0043285-0.011748i,-0.0010885-0.0049228i,-0.0037231-0.0041823i,-0.0041832-0.00093425i,-0.004175+0.0073323i,-0.00088485+0.014353i,0.0048623+0.017252i,0.0097792+0.019511i,0.010691+0.017622i,0.0074624+0.010377i,0.0043009+0.0027386i,0.0037405+0.00071735i,0.0041167+0.0042683i,0.0032045+0.0054264i
-0.074544+0.12561i,-0.063119+0.14386i,0.013744+0.10434i,0.079439+0.048107i,0.065293+0.0072117i,0.014906-0.019827i,-0.017511-0.040325i,-0.02841-0.051082i,-0.023738-0.044648i,-0.014185-0.025628i,-0.0082747-0.0092633i,-0.0067993-0.0016634i,-0.0065486+0.0034244i,-0.0033211+0.0064995i,0.00078008+0.0036085i,0.0041326-0.0019788i,0.0084238-0.0040534i,0.012596-0.0031619i,0.015306-0.0041427i,0.01385-0.0064422i,0.0061299-0.0067857i,-0.0024513-0.0049205i,-0.0056878-0.001199i
-0.131-0.086174i,-0.13061-0.17388i,-0.099626-0.23724i,-0.083276-0.21623i,-0.071884-0.12612i,-0.059512-0.054054i,-0.060541-0.014317i,-0.055095+0.015799i,-0.033282+0.022556i,-0.010892+0.014443i,0.00040149+0.0096868i,0.0023081+0.0078784i,0.0032349+0.0048036i,0.0050258-0.00041842i,0.0027969-0.0029068i,-0.0027368-0.004569i,-0.010036-0.010651i,-0.016407-0.01562i,-0.015547-0.015334i,-0.0081365-0.014024i,-0.0018198-0.014393i,0.00052565-0.014917i,0.0014712-0.012109i
0.0086743-0.11627i,0.012985-0.10317i,-0.017405-0.063314i,-0.046886-0.053953i,-0.049096-0.039553i,-0.034235+0.0088098i,-0.012089+0.039018i,0.0014397+0.040952i,0.0042346+0.030565i,0.0016763+0.012642i,0.00031755+0.0018583i,0.004768+0.00093004i,0.0098961+0.00031014i,0.0080158-0.0013365i,0.0012931-0.0020024i,-0.0060568-0.00014833i,-0.01068+0.0031078i,-0.010651+0.0043027i,-0.0056942+0.0030145i,-0.0010428+0.0042791i,0.00041242+0.0078572i,-3.6219e-05+0.0082943i,-0.00099595+0.0056933i
0.092499-0.045324i,0.032773-0.0029704i,-0.07603+0.084644i,-0.11281+0.15389i,-0.066464+0.13266i,-0.023215+0.065254i,0.010091+0.030572i,0.042301+0.010808i,0.042789-0.0073758i,0.02016-0.011799i,0.005895-0.010833i,0.0024427-0.010041i,-1.3983e-05-0.0091165i,-0.0038209-0.010732i,-0.0010866-0.012575i,0.0066451-0.0093623i,0.012136-0.0015181i,0.013294+0.0053355i,0.010228+0.011266i,0.0059067+0.015628i,0.0028335+0.012034i,0.00087158+0.0028698i,-0.00097523-0.0033389i
0.13557+0.14315i,0.18619+0.17953i,0.18877+0.17123i,0.13488+0.13965i,0.077844+0.082977i,0.049903+0.013681i,0.022449-0.030374i,-0.0076683-0.042324i,-0.0238-0.030327i,-0.023028-0.0084955i,-0.017309+0.0024773i,-0.015564-0.0014462i,-0.013737-0.003244i,-0.0076503+0.00039592i,-0.0025772-0.0002395i,0.00031742-0.0070695i,0.0045607-0.014301i,0.009015-0.017069i,0.0099147-0.013964i,0.0087337-0.0064018i,0.0097182+0.00086245i,0.011826+0.0036504i,0.010615+0.003109i
-0.12626+0.1512i,-0.11479+0.15342i,0.010026+0.088783i,0.12885+0.015206i,0.11645-0.003611i,0.044946+0.011977i,-0.0053223+0.0059756i,-0.034996-0.0078942i,-0.03755-0.003936i,-0.016921+0.0027075i,-0.005346+0.0041821i,-0.0063288+0.0098319i,-0.0062921+0.016286i,-0.0062703+0.018493i,-0.0085577+0.017538i,-0.010228+0.014833i,-0.0092347+0.0094199i,-0.0080252+0.0026402i,-0.0073538-0.0016294i,-0.0073719-0.0033813i,-0.010906-0.0031705i,-0.013647-0.0010959i,-0.011658-0.00085126i
-0.15501-0.13573i,-0.12683-0.23372i,-0.067405-0.28273i,-0.043604-0.23907i,-0.030242-0.13656i,-0.0068711-0.041597i,0.0095066+0.019243i,0.020906+0.054128i,0.035167+0.051393i,0.037882+0.024038i,0.029871+0.0073137i,0.022477+0.0037197i,0.017012-0.00048517i,0.012188-0.0036788i,0.0092737+0.002481i,0.0052507+0.014245i,-0.0019669+0.022978i,-0.0078793+0.024551i,-0.0091484+0.016932i,-0.0084002+0.004169i,-0.0063082-0.0048379i,-0.0019783-0.0055143i,0.0016661-0.0034821i
0.016651-0.15368i,-0.019093-0.1317i,-0.11165-0.098176i,-0.17073-0.10708i,-0.11801-0.090868i,-0.015054-0.041788i,0.051072-0.018906i,0.061823-0.021029i,0.04242-0.028216i,0.014528-0.029947i,0.0031974-0.023155i,0.0094565-0.019396i,0.014924-0.01767i,0.016547-0.012308i,0.016773-0.0079422i,0.018613-0.0064964i,0.020925-0.0048175i,0.019632-0.0016845i,0.01392+0.00089365i,0.0072615+0.0030023i,0.0032672+0.0075247i,0.001649+0.011847i,0.0025381+0.012417i
0.15138-0.048782i,0.081433-0.03416i,-0.0419+0.037295i,-0.087856+0.11249i,-0.062113+0.094239i,-0.049533+0.0017523i,-0.040431-0.062405i,-0.018645-0.080343i,-0.015161-0.066102i,-0.016507-0.035991i,-0.011364-0.020064i,-0.012036-0.015348i,-0.014557-0.0091699i,-0.015426-0.01038i,-0.018437-0.018776i,-0.020372-0.023569i,-0.016764-0.023024i,-0.010363-0.018385i,-0.0044307-0.011538i,0.0010623-0.0061201i,0.0043963-0.005263i,0.0058502-0.0098674i,0.0069234-0.012269i
0.15348+0.22469i,0.22788+0.28739i,0.25004+0.31589i,0.19539+0.29182i,0.091114+0.18118i,-0.0046682+0.064249i,-0.071763+0.018309i,-0.097217+0.024089i,-0.076948+0.041033i,-0.039646+0.04568i,-0.01879+0.032776i,-0.016987+0.022073i,-0.012853+0.017433i,-0.004993+0.010861i,-0.0040365+0.0047787i,-0.011903-0.00077584i,-0.023957-0.0049559i,-0.028606-0.0048865i,-0.021241-0.0010617i,-0.006307+0.0042558i,0.0077226+0.0061124i,0.011262+0.0026497i,0.006354+3.1222e-05i
-0.20116+0.1641i,-0.18075+0.16346i,-0.036511+0.067495i,0.094714-0.028471i,0.097649-0.020727i,0.034788+0.061723i,0.0070341+0.11103i,0.011118+0.091869i,0.020841+0.046119i,0.021524+0.011812i,0.010395+0.0042558i,0.0045957+0.011642i,0.0033188+0.017488i,-0.0013433+0.024743i,-0.0024844+0.031545i,0.0018692+0.033982i,0.0061741+0.032909i,0.0073027+0.02606i,0.0045018+0.016187i,-0.001794+0.0085858i,-0.0080843+0.0038846i,-0.011815+0.0023916i,-0.013745+0.0028077i
-0.15943-0.20651i,-0.10606-0.29964i,-0.0081056-0.34711i,0.016362-0.30614i,0.0078325-0.17728i,0.045403-0.057474i,0.1032-0.011569i,0.12225-0.0098237i,0.094217-0.020561i,0.051958-0.023016i,0.02723-0.011194i,0.017654-0.0061945i,0.0083138-0.010922i,0.0035342-0.01565i,0.0081206-0.016491i,0.01558-0.015073i,0.021196-0.013072i,0.023046-0.010903i,0.020323-0.011789i,0.0126-0.011338i,0.0043885-0.0054914i,0.0030722+0.002347i,0.0059743+0.0078267i
0.038268-0.17788i,-0.06066-0.13605i,-0.22237-0.064476i,-0.29806-0.050714i,-0.20504-0.044502i,-0.044021-0.052504i,0.022984-0.094019i,-0.0076715-0.10265i,-0.043597-0.062665i,-0.043644-0.02464i,-0.024139-0.012576i,-0.0090421-0.014573i,-0.002014-0.014191i,0.0050623-0.010263i,0.0084794-0.0082037i,0.0076075-0.012934i,0.005677-0.023612i,0.0032636-0.029813i,-0.00017366-0.024512i,-0.0048806-0.013178i,-0.0091607+0.00044311i,-0.0076631+0.010071i,-0.0014273+0.0089865i
0.19476-0.043309i,0.11982-0.09439i,-0.031305-0.059736i,-0.080105+0.044778i,-0.051344+0.059841i,-0.06659-0.0023454i,-0.10562-0.029207i,-0.09609-0.01192i,-0.046259+0.010353i,-0.0060234+0.010743i,0.0049805-0.0035779i,0.00070911-0.0076219i,-0.0043054-0.0028188i,-0.011286+0.0002198i,-0.019655+0.00086704i,-0.024342+0.0026811i,-0.023624+0.0074971i,-0.019849+0.010423i,-0.015503+0.007325i,-0.012089+0.00062713i,-0.0075768-0.0045235i,-0.0033434-0.0069309i,-0.00074667-0.0086868i
0.1473+0.29523i,0.27792+0.40127i,0.36072+0.43764i,0.33675+0.3831i,0.22294+0.22727i,0.079461+0.095858i,-0.003245+0.084842i,-0.00056947+0.10502i,0.023486+0.07628i,0.02114+0.037156i,0.0073343+0.020025i,0.001788+0.014889i,0.006622+0.009226i,0.014639+0.0022429i,0.018685+0.0010266i,0.016829+0.0078865i,0.012191+0.019674i,0.009076+0.028811i,0.0077042+0.030571i,0.0084862+0.024184i,0.010005+0.011679i,0.006683+0.0015762i,4.4616e-06-0.0013117i
-0.2689+0.14412i,-0.2778+0.16206i,-0.1397+0.06507i,0.00046076-0.054136i,0.034715-0.055127i,0.021193+0.022574i,0.040067+0.052465i,0.052746+0.0023847i,0.021724-0.051477i,-0.0091181-0.050495i,-0.014277-0.022152i,-0.0069241-0.0015123i,0.00016625+0.012311i,0.0042874+0.020829i,0.0045707+0.020687i,0.0062685+0.014778i,0.013588+0.0071038i,0.016234+0.001094i,0.01163-0.0019399i,0.0061785-0.0046996i,0.00010781-0.0070846i,-0.0042106-0.0070648i,-0.0045282-0.0026902i
-0.13253-0.25889i,-0.069799-0.37202i,0.042755-0.42927i,0.04465-0.39928i,-0.038567-0.26028i,-0.03473-0.1172i,0.020299-0.074798i,0.023327-0.063266i,0.0023786-0.022895i,0.0030761+0.0070887i,0.011182+0.010056i,0.008093+0.0050235i,-0.0031088-0.0012709i,-0.014819-0.010782i,-0.019506-0.016206i,-0.018368-0.015811i,-0.021182-0.016072i,-0.021218-0.018119i,-0.012226-0.020628i,-0.0027165-0.018914i,0.00066433-0.012576i,-0.00087124-0.00573i,-0.0019173-0.000875i
0.065149-0.17476i,-0.053027-0.12151i,-0.26511+0.0013743i,-0.36946+0.08297i,-0.26261+0.083249i,-0.098671+0.042892i,-0.037428+0.0076787i,-0.042515+0.017286i,-0.028847+0.044601i,-0.0067724+0.037069i,-0.00059314+0.011234i,-0.0019856-0.0047058i,-0.00050874-0.0084598i,0.0044223-0.0036036i,0.0086043+0.0013482i,0.003639+0.00059683i,-0.012292-0.00097478i,-0.024472+0.00043854i,-0.022169+0.0024508i,-0.012889+0.0052216i,-0.0036948+0.0098329i,0.0030293+0.010117i,0.0029497+0.0048796i
0.19853-0.044527i,0.11947-0.12586i,-0.062118-0.1378i,-0.14133-0.024769i,-0.085641+0.061568i,-0.053866+0.0377i,-0.056171+0.0076506i,-0.012604-0.00030771i,0.042416-0.022777i,0.04938-0.040301i,0.028091-0.036359i,0.013524-0.024931i,0.0011157-0.014146i,-0.011052-0.0008348i,-0.013837+0.0057659i,-0.0071437+0.0045508i,0.0034767+0.0038959i,0.0084155+0.0062811i,0.0079935+0.0091026i,0.0076818+0.0069024i,0.0048503+0.0032486i,4.0708e-05+0.0023526i,-0.0022336+0.00045255i
0.13463+0.32672i,0.28797+0.45479i,0.45328+0.46353i,0.50037+0.3367i,0.37424+0.15689i,0.18711+0.036884i,0.06941+0.012553i,0.019935+0.0098554i,-0.011453-0.0060409i,-0.025626-0.0046344i,-0.019734+0.0074921i,-0.01079+0.013402i,0.00024393+0.0097648i,0.010812-0.0054059i,0.012229-0.017823i,0.0094456-0.018244i,0.011307-0.012396i,0.019144-0.0083502i,0.022395-0.0044127i,0.01723+0.0022485i,0.011726+0.0026526i,0.0086114-0.0036403i,0.0073879-0.0075209i
-0.29533+0.11608i,-0.33188+0.13486i,-0.21519+0.10038i,-0.054862+0.025759i,0.014434-0.014376i,0.017708+0.031396i,0.01495+0.063941i,-0.01304+0.031923i,-0.056138+0.0069977i,-0.058378+0.011844i,-0.031646+0.012955i,-0.013828+0.0097601i,-0.0034995+0.013955i,0.0053679+0.023226i,0.0060018+0.030842i,0.0023549+0.030229i,0.00083737+0.019436i,-0.0014146+0.0071673i,-0.0061098+0.00016554i,-0.012864-0.0020564i,-0.015708+0.0017817i,-0.010172+0.0073593i,-0.0024773+0.0085806i
-0.075241-0.256i,0.012809-0.36407i,0.087579-0.44922i,0.008796-0.45269i,-0.098753-0.32461i,-0.077983-0.1739i,0.002881-0.09786i,0.048655-0.035012i,0.069033+0.021059i,0.064167+0.027392i,0.037358+0.015797i,0.01836+0.011937i,0.0040514+0.004232i,-0.014453-0.0061333i,-0.022806-0.0067095i,-0.015692+0.00085668i,-0.0069821+0.0084304i,-0.0061046+0.0096376i,-0.0073881+0.0034131i,-0.0060416-0.0048506i,-0.0042022-0.011259i,-0.004683-0.011632i,-0.0054025-0.0067996i
0.059171-0.14401i,-0.053202-0.072937i,-0.20578+0.06631i,-0.25205+0.15967i,-0.16129+0.14292i,-0.054489+0.039877i,-0.01603-0.041226i,-0.0098194-0.047506i,0.0050328-0.025333i,0.0093039-0.01605i,0.00033246-0.015089i,-0.0077626-0.014503i,-0.0055973-0.011123i,0.0082679-0.0086168i,0.023274-0.013514i,0.023085-0.019129i,0.010808-0.014039i,0.0030568-0.00091927i,0.0034702+0.0082406i,0.0061219+0.0082381i,0.0076113+0.0047037i,0.0086014+0.0041987i,0.006415+0.0056115i
0.18513-0.058736i,0.086006-0.17323i,-0.11061-0.19453i,-0.20368-0.060865i,-0.16909+0.063977i,-0.14735+0.070058i,-0.16391+0.038179i,-0.1324+0.003334i,-0.073594-0.033501i,-0.037871-0.039003i,-0.013967-0.024936i,0.00032685-0.019882i,-0.0015036-0.012756i,-0.0092694-0.0005899i,-0.020116+0.0018933i,-0.029624-0.0049989i,-0.031902-0.01402i,-0.027805-0.017324i,-0.016563-0.012538i,-0.0058012-0.0083052i,-0.005536-0.0070572i,-0.0094628-0.0043335i,-0.0080197-0.0018431i
0.096085+0.29163i,0.23918+0.382i,0.3855+0.33225i,0.4349+0.15415i,0.33785-0.0056331i,0.1759-0.014986i,0.075303+0.063919i,0.03189+0.10433i,0.0029024+0.089893i,-0.0035256+0.060773i,-0.00042082+0.032353i,0.00078359+0.017139i,0.0089558+0.0048637i,0.011967-0.014111i,0.00589-0.021602i,-0.00052747-0.014107i,-0.006352-0.0022906i,-0.00482+0.0048197i,0.0030345+0.0070871i,0.0080798+0.011719i,0.011759+0.014979i,0.011837+0.0091082i,0.0075099+0.00093567i
-0.24143+0.077172i,-0.27219+0.12563i,-0.184+0.15109i,-0.058618+0.13005i,0.025349+0.095123i,0.088804+0.098379i,0.14558+0.085297i,0.13302+0.030575i,0.062622-0.0057965i,0.016222-0.0067808i,0.0045305-0.0039782i,-0.0013745-0.0030827i,-0.0030095+0.006283i,0.0047524+0.022248i,0.014966+0.033845i,0.020107+0.033674i,0.017298+0.026838i,0.0052052+0.021218i,-0.0077442+0.018809i,-0.011231+0.016203i,-0.0079981+0.011061i,-0.0050549+0.0070874i,-0.0033438+0.0053417i
-0.017704-0.1692i,0.051294-0.21712i,0.076623-0.27442i,-0.052954-0.29359i,-0.18122-0.21131i,-0.1381-0.15252i,-0.033234-0.18426i,0.013019-0.18112i,0.030511-0.11755i,0.02737-0.067425i,0.01013-0.030624i,0.0039397-0.0042948i,-0.0054387+0.00082648i,-0.022162-0.0020451i,-0.024868-0.0053888i,-0.0088558-0.012779i,0.010428-0.023585i,0.016708-0.030729i,0.0098753-0.029166i,0.0026243-0.023118i,-0.00070257-0.018287i,-0.0014274-0.010573i,-0.00014935-0.00099766i
0.011958-0.096113i,-0.074201-0.071648i,-0.10698+0.029349i,-0.019881+0.11887i,0.071563+0.10283i,0.057036+0.016212i,-0.037445-0.032637i,-0.10277-0.0077556i,-0.08512+0.036282i,-0.037077+0.038303i,-0.014841+0.010581i,-0.012398-0.0060803i,-0.004444-0.0061762i,0.0091951-0.0064349i,0.014426-0.012316i,0.0063415-0.012221i,-0.0058364-0.0064828i,-0.0092897-0.0019223i,-0.0042739-0.0039938i,-0.0061138-0.0095596i,-0.014486-0.0051636i,-0.014549+0.0029137i,-0.008855+0.0046803i
